SampleID	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Colobus-guereza_BWC2026_GTGAAA_L002_001_filtered_r1r2combined	11212.BWC2026	11212	Colobus-guereza_BWC2026_GTGAAA_L002_001_filtered_r1r2combined.fastq.gz	11938250	11937354	7.076908073	7	mantled_guereza.2	Chordata	Mammalia	Cercopithecidae	Colobus	Metazoa	Primates	Colobus_guereza	Colobus_angolensis	Colobus_guereza	mantled_guereza	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild
Colobus-guereza_BWC2061_GTGGCC_L002_001_filtered_r1r2combined	11212.BWC2061	11212	Colobus-guereza_BWC2061_GTGGCC_L002_001_filtered_r1r2combined.fastq.gz	10949676	10916520	7.038084215	7	mantled_guereza.3	Chordata	Mammalia	Cercopithecidae	Colobus	Metazoa	Primates	Colobus_guereza	Colobus_angolensis	Colobus_guereza	mantled_guereza	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild
Colobus-guereza_BWC2063_GTTTCG_L002_001_filtered_r1r2combined	11212.BWC2063	11212	Colobus-guereza_BWC2063_GTTTCG_L002_001_filtered_r1r2combined.fastq.gz	22817994	22813624	7.358194279	7	mantled_guereza.4	Chordata	Mammalia	Cercopithecidae	Colobus	Metazoa	Primates	Colobus_guereza	Colobus_angolensis	Colobus_guereza	mantled_guereza	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild
Colobus-guereza_BWC2115_CGTACG_L002_001_filtered_r1r2combined	11212.BWC2115	11212	Colobus-guereza_BWC2115_CGTACG_L002_001_filtered_r1r2combined.fastq.gz	13856098	13855610	7.141625651	7	mantled_guereza.5	Chordata	Mammalia	Cercopithecidae	Colobus	Metazoa	Primates	Colobus_guereza	Colobus_angolensis	Colobus_guereza	mantled_guereza	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild
Alouatta-pigra_APAL36_GCCAAT_L001_001_filtered_r1r2combined	11212.APAL36	11212	Alouatta-pigra_APAL36_GCCAAT_L001_001_filtered_r1r2combined.fastq.gz	9823250	9823198	6.992252898	7	mantled_howler_monkeys.1	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild
Alouatta-pigra_APAL37_CAGATC_L001_001_filtered_r1r2combined	11212.APAL37	11212	Alouatta-pigra_APAL37_CAGATC_L001_001_filtered_r1r2combined.fastq.gz	14668396	14667760	7.166363795	7	mantled_howler_monkeys.2	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild
Alouatta-pigra_APAL38_ACTTGA_L001_001_filtered_r1r2combined	11212.APAL38	11212	Alouatta-pigra_APAL38_ACTTGA_L001_001_filtered_r1r2combined.fastq.gz	13562028	13561634	7.13231202	7	mantled_howler_monkeys.3	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild
Alouatta-pigra_APAL39_GATCAG_L001_001_filtered_r1r2combined	11212.APAL39	11212	Alouatta-pigra_APAL39_GATCAG_L001_001_filtered_r1r2combined.fastq.gz	15606082	15605976	7.193290935	7	mantled_howler_monkeys.4	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild
Alouatta-pigra_Apalw13_TAGCTT_L001_001_filtered_r1r2combined	11212.Apalw13	11212	Alouatta-pigra_Apalw13_TAGCTT_L001_001_filtered_r1r2combined.fastq.gz	14164068	14163780	7.151179172	7	mantled_howler_monkeys.5	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild
Alouatta-pigra_Apalw14_GGCTAC_L001_001_filtered_r1r2combined	11212.Apalw14	11212	Alouatta-pigra_Apalw14_GGCTAC_L001_001_filtered_r1r2combined.fastq.gz	13150498	13150064	7.118927866	7	mantled_howler_monkeys.6	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild
Papio-hamadryas_JB10_GTGAAA_L003_001_filtered_r1r2combined	11212.JB10	11212	Papio-hamadryas_JB10_GTGAAA_L003_001_filtered_r1r2combined.fastq.gz	9679658	9675648	6.98568006	7	olive_baboon.1	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild
Papio-anubis_JB12_GTGGCC_L003_001_filtered_r1r2combined	11212.JB12	11212	Papio-anubis_JB12_GTGGCC_L003_001_filtered_r1r2combined.fastq.gz	10659368	10556982	7.023539781	7	olive_baboon.2	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild
Papio-anubis_JB24_GTTTCG_L003_001_filtered_r1r2combined	11212.JB24	11212	Papio-anubis_JB24_GTTTCG_L003_001_filtered_r1r2combined.fastq.gz	10184802	10162760	7.00701167	7	olive_baboon.3	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild
Papio-anubis_JB25_CGTACG_L003_001_filtered_r1r2combined	11212.JB25	11212	Papio-anubis_JB25_CGTACG_L003_001_filtered_r1r2combined.fastq.gz	9918624	9912968	6.996203704	7	olive_baboon.4	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild
Papio-anubis_JB28_GAGTGG_L003_001_filtered_r1r2combined	11212.JB28	11212	Papio-anubis_JB28_GAGTGG_L003_001_filtered_r1r2combined.fastq.gz	9989278	9967486	6.998585634	7	olive_baboon.5	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild
Eulemur-rubriventer_ERUB_102M_ATTCCT_L002_001_filtered_r1r2combined	11212.ERUB.102M	11212	Eulemur-rubriventer_ERUB_102M_ATTCCT_L002_001_filtered_r1r2combined.fastq.gz	9361844	9230610	6.965230402	7	red-bellied_lemur.1	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless	NA	NA	Madagascar	Rainforest	stool	frugivore	herbivore	wild
Eulemur-rubriventer_ERUB_105M_CGATGT_L003_001_filtered_r1r2combined	11212.ERUB.105M	11212	Eulemur-rubriventer_ERUB_105M_CGATGT_L003_001_filtered_r1r2combined.fastq.gz	7829228	7407364	6.869663687	7	red-bellied_lemur.2	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless	NA	NA	Madagascar	Rainforest	stool	frugivore	herbivore	wild
Eulemur-rubriventer_ERUB_10M_ATCACG_L003_001_filtered_r1r2combined	11212.ERUB.10M	11212	Eulemur-rubriventer_ERUB_10M_ATCACG_L003_001_filtered_r1r2combined.fastq.gz	8100302	8068376	6.906786129	7	red-bellied_lemur.3	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless	NA	NA	Madagascar	Rainforest	stool	frugivore	herbivore	wild
Eulemur-rubriventer_ERUB_12M_ACTGAT_L002_001_filtered_r1r2combined	11212.ERUB.12M	11212	Eulemur-rubriventer_ERUB_12M_ACTGAT_L002_001_filtered_r1r2combined.fastq.gz	9049480	9002740	6.954374708	7	red-bellied_lemur.4	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless	NA	NA	Madagascar	Rainforest	stool	frugivore	herbivore	wild
Eulemur-rubriventer_ERUB_20M_GAGTGG_L002_001_filtered_r1r2combined	11212.ERUB.20M	11212	Eulemur-rubriventer_ERUB_20M_GAGTGG_L002_001_filtered_r1r2combined.fastq.gz	9493444	9452620	6.975552199	7	red-bellied_lemur.5	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless	NA	NA	Madagascar	Rainforest	stool	frugivore	herbivore	wild
Lemur-catta_Lc259_ACTTGA_L003_001_filtered_r1r2combined	11212.Lc259	11212	Lemur-catta_Lc259_ACTTGA_L003_001_filtered_r1r2combined.fastq.gz	16381340	16380374	7.214323813	7	ring-tailed_lemur.1	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless	NA	NA	Madagascar	DryForest	stool	omnivore	omnivore	wild
Lemur-catta_Lc301_GATCAG_L003_001_filtered_r1r2combined	11212.Lc301	11212	Lemur-catta_Lc301_GATCAG_L003_001_filtered_r1r2combined.fastq.gz	32132048	32128274	7.506887395	8	ring-tailed_lemur.2	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless	NA	NA	Madagascar	DryForest	stool	omnivore	omnivore	wild
Lemur-catta_Lc307_TAGCTT_L003_001_filtered_r1r2combined	11212.Lc307	11212	Lemur-catta_Lc307_TAGCTT_L003_001_filtered_r1r2combined.fastq.gz	9178682	9150676	6.961453178	7	ring-tailed_lemur.3	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless	NA	NA	Madagascar	DryForest	stool	omnivore	omnivore	wild
Lemur-catta_Lc308_GGCTAC_L003_001_filtered_r1r2combined	11212.Lc308	11212	Lemur-catta_Lc308_GGCTAC_L003_001_filtered_r1r2combined.fastq.gz	13573532	13550662	7.131960513	7	ring-tailed_lemur.4	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless	NA	NA	Madagascar	DryForest	stool	omnivore	omnivore	wild
Lemur-catta_Lc310_CTTGTA_L003_001_filtered_r1r2combined	11212.Lc310	11212	Lemur-catta_Lc310_CTTGTA_L003_001_filtered_r1r2combined.fastq.gz	11384086	11349578	7.054979714	7	ring-tailed_lemur.5	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless	NA	NA	Madagascar	DryForest	stool	omnivore	omnivore	wild
Gorilla-gorilla_Gor1_TTAGGC_L003_001_filtered_r1r2combined	11212.Gor1	11212	Gorilla-gorilla_Gor1_TTAGGC_L003_001_filtered_r1r2combined.fastq.gz	10609808	10295366	7.01264179	7	western_gorilla.2	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla_gorilla	Gorilla_gorilla	Gorilla_gorilla	western_gorilla	flightless	NA	Folivore	CAR	Rainforest	stool	herbivore	herbivore	wild
Gorilla-gorilla_Gor11_TGACCA_L003_001_filtered_r1r2combined	11212.Gor11	11212	Gorilla-gorilla_Gor11_TGACCA_L003_001_filtered_r1r2combined.fastq.gz	10501528	10452718	7.019229234	7	western_gorilla.3	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla_gorilla	Gorilla_gorilla	Gorilla_gorilla	western_gorilla	flightless	NA	Folivore	CAR	Rainforest	stool	herbivore	herbivore	wild
Gorilla-gorilla_Gor12_ACAGTG_L003_001_filtered_r1r2combined	11212.Gor12	11212	Gorilla-gorilla_Gor12_ACAGTG_L003_001_filtered_r1r2combined.fastq.gz	10565586	10171686	7.007392945	7	western_gorilla.4	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla_gorilla	Gorilla_gorilla	Gorilla_gorilla	western_gorilla	flightless	NA	Folivore	CAR	Rainforest	stool	herbivore	herbivore	wild
Gorilla-gorilla_Gor2_GCCAAT_L003_001_filtered_r1r2combined	11212.Gor2	11212	Gorilla-gorilla_Gor2_GCCAAT_L003_001_filtered_r1r2combined.fastq.gz	9000572	8860636	6.947464896	7	western_gorilla.5	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla_gorilla	Gorilla_gorilla	Gorilla_gorilla	western_gorilla	flightless	NA	Folivore	CAR	Rainforest	stool	herbivore	herbivore	wild
Gorilla-gorilla_Gor3_CAGATC_L003_001_filtered_r1r2combined	11212.Gor3	11212	Gorilla-gorilla_Gor3_CAGATC_L003_001_filtered_r1r2combined.fastq.gz	20035458	18079662	7.257190307	7	western_gorilla.6	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla_gorilla	Gorilla_gorilla	Gorilla_gorilla	western_gorilla	flightless	NA	Folivore	CAR	Rainforest	stool	herbivore	herbivore	wild
Piliocolobus-badius_RC2036_ACTGAT_L003_001_filtered_r1r2combined	11212.RC2036	11212	Piliocolobus-badius_RC2036_ACTGAT_L003_001_filtered_r1r2combined.fastq.gz	24412496	24397462	7.38734465	7	western_red_colobus.1	Chordata	Mammalia	Cercopithecidae	Piliocolobus	Metazoa	Primates	Piliocolobus_badius	Piliocolobus_tephrosceles	Piliocolobus_badius	western_red_colobus	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild
Cercopithecus-ascanius_RC2068_ATCACG_L004_001_filtered_r1r2combined	11212.RC2068	11212	Cercopithecus-ascanius_RC2068_ATCACG_L004_001_filtered_r1r2combined.fastq.gz	35599844	35587744	7.551300458	8	western_red_colobus.2	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus_ascanius	Cercopithecus mona	Cercopithecus_ascanius	western_red_colobus	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild
Piliocolobus-badius_RC2071_ATTCCT_L003_001_filtered_r1r2combined	11212.RC2071	11212	Piliocolobus-badius_RC2071_ATTCCT_L003_001_filtered_r1r2combined.fastq.gz	21182170	21108870	7.324464985	7	western_red_colobus.3	Chordata	Mammalia	Cercopithecidae	Piliocolobus	Metazoa	Primates	Piliocolobus_badius	Piliocolobus_tephrosceles	Piliocolobus_badius	western_red_colobus	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild
Piliocolobus-badius_RC2096_CGATGT_L004_001_filtered_r1r2combined	11212.RC2096	11212	Piliocolobus-badius_RC2096_CGATGT_L004_001_filtered_r1r2combined.fastq.gz	13281708	13264464	7.122689705	7	western_red_colobus.4	Chordata	Mammalia	Cercopithecidae	Piliocolobus	Metazoa	Primates	Piliocolobus_badius	Piliocolobus_tephrosceles	Piliocolobus_badius	western_red_colobus	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild
Piliocolobus-badius_RC2098_TTAGGC_L004_001_filtered_r1r2combined	11212.RC2098	11212	Piliocolobus-badius_RC2098_TTAGGC_L004_001_filtered_r1r2combined.fastq.gz	15754714	15708940	7.196146881	7	western_red_colobus.5	Chordata	Mammalia	Cercopithecidae	Piliocolobus	Metazoa	Primates	Piliocolobus_badius	Piliocolobus_tephrosceles	Piliocolobus_badius	western_red_colobus	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild
Propithecus-verreauxi_PVAbb_GTGGCC_L004_001_filtered_r1r2combined	11212.PVAbb	11212	Propithecus-verreauxi_PVAbb_GTGGCC_L004_001_filtered_r1r2combined.fastq.gz	11202974	11180270	7.048452292	7	white_sifaka.1	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus_verreauxi	Propithecus_coquereli	Propithecus_verreauxi	white_sifaka	flightless	NA	Folivore	Madagascar	DryForest	stool	folivore	herbivore	wild
Pan-troglodytes_PVLou_GTTTCG_L004_001_filtered_r1r2combined	11212.PVLou	11212	Pan-troglodytes_PVLou_GTTTCG_L004_001_filtered_r1r2combined.fastq.gz	12780036	12777990	7.106462544	7	white_sifaka.2	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus_verreauxi	Propithecus_coquereli	Propithecus_verreauxi	white_sifaka	flightless	NA	Folivore	Madagascar	DryForest	stool	folivore	herbivore	wild
Pan-troglodytes_PVPam_CGTACG_L004_001_filtered_r1r2combined	11212.PVPam	11212	Pan-troglodytes_PVPam_CGTACG_L004_001_filtered_r1r2combined.fastq.gz	9731818	9729944	6.988110341	7	white_sifaka.3	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus_verreauxi	Propithecus_coquereli	Propithecus_verreauxi	white_sifaka	flightless	NA	Folivore	Madagascar	DryForest	stool	folivore	herbivore	wild
Pan-troglodytes_PVPet_GAGTGG_L004_001_filtered_r1r2combined	11212.PVPet	11212	Pan-troglodytes_PVPet_GAGTGG_L004_001_filtered_r1r2combined.fastq.gz	9613110	9611862	6.982807527	7	white_sifaka.4	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus_verreauxi	Propithecus_coquereli	Propithecus_verreauxi	white_sifaka	flightless	NA	Folivore	Madagascar	DryForest	stool	folivore	herbivore	wild
Pan-troglodytes_PVQui_ACTGAT_L004_001_filtered_r1r2combined	11212.PVQui	11212	Pan-troglodytes_PVQui_ACTGAT_L004_001_filtered_r1r2combined.fastq.gz	12975422	12973510	7.113057491	7	white_sifaka.5	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus_verreauxi	Propithecus_coquereli	Propithecus_verreauxi	white_sifaka	flightless	NA	Folivore	Madagascar	DryForest	stool	folivore	herbivore	wild
Ateles-belzebuth_AtbelzLink1_CGATGT_L002_001_filtered_r1r2combined	11212.AtbelzLink1	11212	Ateles-belzebuth_AtbelzLink1_CGATGT_L002_001_filtered_r1r2combined.fastq.gz	21018878	19723536	7.294984777	7	white-bellied_spider_monkey.1	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_belzebuth	Ateles_geoffroyi	Ateles_belzebuth	white-bellied_spider_monkey	flightless	NA	NA	Ecuador	Rainforest	stool	frugivore	herbivore	wild
Ateles-belzebuth_AtbelzLink2_TTAGGC_L002_001_filtered_r1r2combined	11212.AtbelzLink2	11212	Ateles-belzebuth_AtbelzLink2_TTAGGC_L002_001_filtered_r1r2combined.fastq.gz	12762434	12032286	7.080348146	7	white-bellied_spider_monkey.2	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_belzebuth	Ateles_geoffroyi	Ateles_belzebuth	white-bellied_spider_monkey	flightless	NA	NA	Ecuador	Rainforest	stool	frugivore	herbivore	wild
Ateles-belzebuth_AtbelzLink3_TGACCA_L002_001_filtered_r1r2combined	11212.AtbelzLink3	11212	Ateles-belzebuth_AtbelzLink3_TGACCA_L002_001_filtered_r1r2combined.fastq.gz	19836260	18512094	7.267455547	7	white-bellied_spider_monkey.3	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_belzebuth	Ateles_geoffroyi	Ateles_belzebuth	white-bellied_spider_monkey	flightless	NA	NA	Ecuador	Rainforest	stool	frugivore	herbivore	wild
Ateles-belzebuth_AtbelzLink4_ACAGTG_L002_001_filtered_r1r2combined	11212.AtbelzLink4	11212	Ateles-belzebuth_AtbelzLink4_ACAGTG_L002_001_filtered_r1r2combined.fastq.gz	14434314	14116372	7.149723095	7	white-bellied_spider_monkey.4	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_belzebuth	Ateles_geoffroyi	Ateles_belzebuth	white-bellied_spider_monkey	flightless	NA	NA	Ecuador	Rainforest	stool	frugivore	herbivore	wild
Ateles-belzebuth_AtbelzLink5_GCCAAT_L002_001_filtered_r1r2combined	11212.AtbelzLink5	11212	Ateles-belzebuth_AtbelzLink5_GCCAAT_L002_001_filtered_r1r2combined.fastq.gz	9356600	8642862	6.936657579	7	white-bellied_spider_monkey.5	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_belzebuth	Ateles_geoffroyi	Ateles_belzebuth	white-bellied_spider_monkey	flightless	NA	NA	Ecuador	Rainforest	stool	frugivore	herbivore	wild
Balaenoptera-physalus_Girguis50_FinBP1_host_filtered_r1r2combined	13114.girguis.50.s001	13114	Balaenoptera-physalus_Girguis50_FinBP1_host_filtered_r1r2combined.fastq.gz	25805216	25690346	7.409769953	7	fin_whale.1	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera_physalus	Balaenoptera_physalus	Balaenoptera_physalus	Fin_Whale	flightless	marine	carnivore	USA	NA	NA	filter_feeder	carnivore	wild
Balaenoptera-physalus_Girguis50_FinBP2_host_filtered_r1r2combined	13114.girguis.50.s002	13114	Balaenoptera-physalus_Girguis50_FinBP2_host_filtered_r1r2combined.fastq.gz	26189076	25997476	7.414931186	7	fin_whale.2	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera_physalus	Balaenoptera_physalus	Balaenoptera_physalus	Fin_Whale	flightless	marine	carnivore	USA	NA	NA	filter_feeder	carnivore	wild
Balaenoptera-physalus_Girguis50_FinBP3_host_filtered_r1r2combined	13114.girguis.50.s003	13114	Balaenoptera-physalus_Girguis50_FinBP3_host_filtered_r1r2combined.fastq.gz	9485660	8666152	6.937826302	7	fin_whale.3	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera_physalus	Balaenoptera_physalus	Balaenoptera_physalus	Fin_Whale	flightless	marine	carnivore	USA	NA	NA	filter_feeder	carnivore	wild
Balaenoptera-physalus_Girguis50_FinBP4_host_filtered_r1r2combined	13114.girguis.50.s004	13114	Balaenoptera-physalus_Girguis50_FinBP4_host_filtered_r1r2combined.fastq.gz	6006446	5274692	6.722197105	7	fin_whale.4	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera_physalus	Balaenoptera_physalus	Balaenoptera_physalus	Fin_Whale	flightless	marine	carnivore	USA	NA	NA	filter_feeder	carnivore	wild
Megaptera-novaeangliae_Girguis50_HumpbackAK1_host_filtered_r1r2combined	13114.girguis.50.s005	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK1_host_filtered_r1r2combined.fastq.gz	25959438	25955238	7.414225016	7	humpback_whale.1	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera_novaeangliae	Megaptera_novaeangliae	Megaptera_novaeangliae	Humpback_Whale	flightless	marine	carnivore	USA	NA	NA	filter_feeder	carnivore	wild
Megaptera-novaeangliae_Girguis50_HumpbackAK2_host_filtered_r1r2combined	13114.girguis.50.s006	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK2_host_filtered_r1r2combined.fastq.gz	2019474	2017368	6.304785128	6	humpback_whale.2	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera_novaeangliae	Megaptera_novaeangliae	Megaptera_novaeangliae	Humpback_Whale	flightless	marine	carnivore	USA	NA	NA	filter_feeder	carnivore	wild
Megaptera-novaeangliae_Girguis50_HumpbackAK3_host_filtered_r1r2combined	13114.girguis.50.s007	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK3_host_filtered_r1r2combined.fastq.gz	4384866	4223578	6.625680519	7	humpback_whale.3	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera_novaeangliae	Megaptera_novaeangliae	Megaptera_novaeangliae	Humpback_Whale	flightless	marine	carnivore	USA	NA	NA	filter_feeder	carnivore	wild
Megaptera-novaeangliae_Girguis50_HumpbackAK4_host_filtered_r1r2combined	13114.girguis.50.s008	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK4_host_filtered_r1r2combined.fastq.gz	22622244	22276404	7.347845086	7	humpback_whale.4	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera_novaeangliae	Megaptera_novaeangliae	Megaptera_novaeangliae	Humpback_Whale	flightless	marine	carnivore	USA	NA	NA	filter_feeder	carnivore	wild
Eubalaena-glacialis_Girguis50_RightEG3_host_filtered_r1r2combined	13114.girguis.50.s009	13114	Eubalaena-glacialis_Girguis50_RightEG3_host_filtered_r1r2combined.fastq.gz	21900760	21888734	7.340220644	7	north_atlantic_right_whale.1	Chordata	Mammalia	Balaenidae	Eubalaena	Metazoa	Artiodactyla	Eubalaena_glacialis	Eubalaena_japonica	Eubalaena_glacialis	North_Atlantic_Right_Whale	flightless	marine	carnivore	Canada	NA	NA	filter_feeder	carnivore	wild
Eubalaena-glacialis_Girguis50_RightEG4_host_filtered_r1r2combined	13114.girguis.50.s010	13114	Eubalaena-glacialis_Girguis50_RightEG4_host_filtered_r1r2combined.fastq.gz	11556788	11547552	7.062489927	7	north_atlantic_right_whale.2	Chordata	Mammalia	Balaenidae	Eubalaena	Metazoa	Artiodactyla	Eubalaena_glacialis	Eubalaena_japonica	Eubalaena_glacialis	North_Atlantic_Right_Whale	flightless	marine	carnivore	Canada	NA	NA	filter_feeder	carnivore	wild
Eubalaena-glacialis_Girguis50_RightEG5_host_filtered_r1r2combined	13114.girguis.50.s011	13114	Eubalaena-glacialis_Girguis50_RightEG5_host_filtered_r1r2combined.fastq.gz	8604250	8532742	6.931088614	7	north_atlantic_right_whale.3	Chordata	Mammalia	Balaenidae	Eubalaena	Metazoa	Artiodactyla	Eubalaena_glacialis	Eubalaena_japonica	Eubalaena_glacialis	North_Atlantic_Right_Whale	flightless	marine	carnivore	Canada	NA	NA	filter_feeder	carnivore	wild
Balaenoptera-borealis_Girguis50_SeiF18_host_filtered_r1r2combined	13114.girguis.50.s012	13114	Balaenoptera-borealis_Girguis50_SeiF18_host_filtered_r1r2combined.fastq.gz	19017362	18638342	7.270407276	7	sei_whale.1	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera_borealis	Balaenoptera_acutorostrata_scammoni	Balaenoptera_borealis	Sei_Whale	flightless	marine	carnivore	Canada	NA	NA	filter_feeder	carnivore	wild
Gallus-gallus_Minich76_BM_host_filtered_r1r2combined	13114.minich.76.s001	13114	Gallus-gallus_Minich76_BM_host_filtered_r1r2combined.fastq.gz	25318810	25317600	7.403422534	7	chicken.1	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus_gallus	Gallus_gallus	Gallus_gallus	chicken	flightless	terrestrial,flightless	omnivore	Malawi	NA	NA	insectivore	carnivore	captive
