SampleID	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Dendrocopos-major_SAMEA6809454.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809454	13881	Dendrocopos-major_SAMEA6809454.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1253998	1232274	6.090707285	6	great_spotted_woodpecker.2	Chordata	Aves	Picidae	Dendrocopos	Metazoa	Piciformes	Dendrocopos_major	Dendrocopos_noguchii	Dendrocopos_major	Great_Spotted_Woodpecker	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	wild
Dendrocopos-major_SAMEA6809589.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809589	13881	Dendrocopos-major_SAMEA6809589.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	854406	836534	5.922483597	6	great_tit.1	Chordata	Aves	Picidae	Dendrocopos	Metazoa	Piciformes	Dendrocopos_major	Dendrocopos_noguchii	Dendrocopos_major	Great_Spotted_Woodpecker	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	captive
Rhinoceros-unicornis_SAMEA6809518.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809518	13881	Rhinoceros-unicornis_SAMEA6809518.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	18814750	18808154	7.274346172	7	greater_indian_rhinoceros.1	Chordata	Mammalia	Rhinocerotidae	Rhinoceros	Metazoa	Perissodactyla	Rhinoceros_unicornis	Rhinoceros_unicornis	Rhinoceros_unicornis	greater_Indian_rhinoceros	NA	NA	herbivore	Nepal	NA	feces	herbivore	herbivore	wild
Rhinoceros-unicornis_SAMEA6809556.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809556	13881	Rhinoceros-unicornis_SAMEA6809556.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3825220	3824500	6.582574665	7	greater_indian_rhinoceros.2	Chordata	Mammalia	Rhinocerotidae	Rhinoceros	Metazoa	Perissodactyla	Rhinoceros_unicornis	Rhinoceros_unicornis	Rhinoceros_unicornis	greater_Indian_rhinoceros	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive
Ardea-cinerea_SAMEA6809397.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809397	13881	Ardea-cinerea_SAMEA6809397.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	26078610	26032354	7.415513441	7	grey_heron.1	Chordata	Aves	Ardeidae	Ardea	Metazoa	Pelecaniformes	Ardea_cinerea	Butorides_virescens	Ardea_cinerea	grey_heron	NA	NA	carnivore	Austria	NA	gut	carnivore	carnivore	wild
Manis-temminckii_SAMEA6809520.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809520	13881	Manis-temminckii_SAMEA6809520.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1676392	1676284	6.2243476	6	ground_pangolin.1	Chordata	Mammalia	Manidae	Smutsia	Metazoa	Pholidota	Manis_temminckii	Phataginus_tricuspis	Manis_temminckii	ground_pangolin	NA	NA	carnivore	SouthAfrica	NA	feces	herbivore	herbivore	wild
Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809504	13881	Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	38776874	1407632	6.148489131	6	harbor_porpoise.1	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena_phocoena	Phocoena_phocoena	Phocoena_phocoena	harbor_porpoise	NA	NA	carnivore	UnitedKingdom	NA	feces	carnivore	carnivore	wild
Phocoena-phocoena_SAMEA6809505.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809505	13881	Phocoena-phocoena_SAMEA6809505.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4633574	1205332	6.081106687	6	harbor_porpoise.2	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena_phocoena	Phocoena_phocoena	Phocoena_phocoena	harbor_porpoise	NA	NA	carnivore	UnitedKingdom	NA	feces	carnivore	carnivore	wild
Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809508	13881	Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1139482	979814	5.991143641	6	harbor_seal.1	Chordata	Mammalia	Phocidae	Phoca	Metazoa	Carnivora	Phoca_vitulina	Phoca_vitulina	Phoca_vitulina	harbor_seal	NA	NA	carnivore	UnitedKingdom	NA	feces	carnivore	carnivore	wild
Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809446	13881	Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3679232	3678936	6.565722233	7	hatinh_langur.1	Chordata	Mammalia	Cercopithecidae	Trachypithecus	Metazoa	Primates	Trachypithecus_hatinhensis	Trachypithecus_francoisi	Trachypithecus_hatinhensis	Hatinh_langur	NA	NA	herbivore	VietNam	NA	feces	frugivore_folivore	herbivore	wild
Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809584	13881	Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6939934	6937876	6.841226533	7	hippopotamus.1	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus_amphibius	Hippopotamus_amphibius	Hippopotamus_amphibius	hippopotamus	NA	NA	herbivore	Tanzania	NA	feces	herbivore	herbivore	wild
Hippopotamus-amphibius_SAMEA6809585.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809585	13881	Hippopotamus-amphibius_SAMEA6809585.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7173896	7173236	6.855715119	7	hippopotamus.2	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus_amphibius	Hippopotamus_amphibius	Hippopotamus_amphibius	hippopotamus	NA	NA	herbivore	Tanzania	NA	feces	herbivore	herbivore	wild
Choloepus-hoffmanni_SAMEA6809527.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809527	13881	Choloepus-hoffmanni_SAMEA6809527.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1983646	1983064	6.297336731	6	hoffmann's_two-fingered_sloth.1	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus_hoffmanni	Choloepus_hoffmanni	Choloepus_hoffmanni	Hoffmann's_two-fingered_sloth	NA	NA	herbivore	Nicaragua	NA	feces	herbivore	herbivore	wild
Choloepus-hoffmanni_SAMEA6809528.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809528	13881	Choloepus-hoffmanni_SAMEA6809528.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	20827064	20821418	7.318510303	7	hoffmann's_two-fingered_sloth.2	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus_hoffmanni	Choloepus_hoffmanni	Choloepus_hoffmanni	Hoffmann's_two-fingered_sloth	NA	NA	herbivore	Nicaragua	NA	feces	herbivore	herbivore	wild
Equus-caballus_SAMEA6809356.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809356	13881	Equus-caballus_SAMEA6809356.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16273264	16272944	7.21146613	7	horse.1	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_caballus	Equus_caballus	Equus_caballus	horse	NA	NA	herbivore	Austria	NA	feces	herbivore	omnivore	captive
Equus-caballus_SAMEA6809385.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809385	13881	Equus-caballus_SAMEA6809385.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4781812	4781594	6.679572698	7	horse.2	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_caballus	Equus_caballus	Equus_caballus	horse	NA	NA	herbivore	Austria	NA	feces	herbivore	omnivore	captive
Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809488	13881	Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2010544	2010106	6.30321896	6	horsfields_bronze_cuckoo.1	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites_basalis	Cuculus_canorus	Chalcites_basalis	Horsfields_Bronze_Cuckoo	NA	NA	carnivore	Australia	NA	feces	insectivore	carnivore	wild
Chalcites-basalis_SAMEA6809489.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809489	13881	Chalcites-basalis_SAMEA6809489.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1867410	1866936	6.27112943	6	horsfields_bronze_cuckoo.2	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites_basalis	Cuculus_canorus	Chalcites_basalis	Horsfields_Bronze_Cuckoo	NA	NA	carnivore	Australia	NA	feces	insectivore	carnivore	wild
Mus-musculus_SAMEA6809360.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809360	13881	Mus-musculus_SAMEA6809360.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11852598	997896	5.999085282	6	house_mouse.1	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus_musculus	Mus_musculus	Mus_musculus	house_mouse	NA	NA	omnivore	Austria	NA	gut	omnivore	omnivore	captive
Mus-musculus_SAMEA6809363.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809363	13881	Mus-musculus_SAMEA6809363.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19893876	1445696	6.160076979	6	house_mouse.2	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus_musculus	Mus_musculus	Mus_musculus	house_mouse	NA	NA	omnivore	Austria	NA	gut	omnivore	omnivore	captive
Mus-musculus_SAMEA6809558.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809558	13881	Mus-musculus_SAMEA6809558.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	57721808	3677684	6.56557441	7	house_mouse.3	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus_musculus	Mus_musculus	Mus_musculus	house_mouse	NA	NA	omnivore	Austria	NA	gut	omnivore	omnivore	wild
Homo-sapiens_SAMEA6809423.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809423	13881	Homo-sapiens_SAMEA6809423.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3921876	3921616	6.593465066	7	human.1	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo_sapiens	Homo_sapiens	Homo_sapiens	human	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	human
Homo-sapiens_SAMEA6809424.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809424	13881	Homo-sapiens_SAMEA6809424.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6132720	6132530	6.787639681	7	human.2	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo_sapiens	Homo_sapiens	Homo_sapiens	human	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	human
Homo-sapiens_SAMEA6809425.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809425	13881	Homo-sapiens_SAMEA6809425.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	55200616	55172154	7.74171994	8	human.3	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo_sapiens	Homo_sapiens	Homo_sapiens	human	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	human
Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809428	13881	Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2601868	2601668	6.415251875	6	human.4	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo_sapiens	Homo_sapiens	Homo_sapiens	human	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	human
Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809503	13881	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	739558	738510	5.86835638	6	ide.1	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Leuciscus_idus	Leuciscus_waleckii	Leuciscus_idus	Ide	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild
Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809571	13881	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16990650	16987602	7.230132077	7	impala.1	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros_melampus	Aepyceros_melampus	Aepyceros_melampus	impala	NA	NA	herbivore	SouthAfrica	NA	feces	carnivore	carnivore	wild
Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809573	13881	Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16545912	16510978	7.217772799	7	impala.2	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros_melampus	Aepyceros_melampus	Aepyceros_melampus	impala	NA	NA	herbivore	SouthAfrica	NA	feces	carnivore	carnivore	wild
Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809450	13881	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1409398	1409298	6.149002836	6	italian_wall_lizard.1	Chordata	Reptilia	Lacertidae	Podarcis	Metazoa	Squamata	Podarcis_siculus	Podarcis_muralis	Podarcis_siculus	Italian_wall_lizard	NA	NA	carnivore	Croatia	NA	feces	insectivore	carnivore	wild
Potos-flavus_SAMEA6809525.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809525	13881	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4472346	3539538	6.548946579	7	kinkajou.1	Chordata	Mammalia	Procyonidae	Potos	Metazoa	Carnivora	Potos_flavus	Potos_flavus	Potos_flavus	kinkajou	NA	NA	omnivore	CostaRica	NA	feces	omnivore_frugivore	omnivore	wild
Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809480	13881	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6458236	6457290	6.810050291	7	koala.1	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos_cinereus	Phascolarctos_cinereus	Phascolarctos_cinereus	koala	NA	NA	herbivore	Australia	NA	feces	herbivore	herbivore	wild
Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809541	13881	Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4640120	4640048	6.666522473	7	koala.2	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos_cinereus	Phascolarctos_cinereus	Phascolarctos_cinereus	koala	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive
Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809549	13881	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3481446	3480138	6.541596466	7	kulan.1	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus_kulan	Equus_asinus	Equus_hemionus	kulan	NA	NA	herbivore	Mongolia	NA	feces	herbivore	herbivore	wild
Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809613	13881	Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	12199318	12198888	7.086320244	7	kulan.2	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus_kulan	Equus_asinus	Equus_hemionus	kulan	NA	NA	herbivore	Mongolia	NA	feces	herbivore	herbivore	wild
Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809479	13881	Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2064694	2064454	6.31480521	6	large_forest_bat.1	Chordata	Mammalia	Vespertilionidae	Eptesicus	Metazoa	Chiroptera	Eptesicus_sagittula	Eptesicus_fuscus	Eptesicus_sagittula	large_forest_bat	NA	NA	carnivore	Australia	NA	feces	insectivore	carnivore	wild
Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809546	13881	Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3799104	380920	5.580833776	6	least_weasel.1	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela_nivalis	Mustela putorius	Mustela_nivalis	least_weasel	NA	NA	carnivore	Austria	NA	gut	carnivore	carnivore	wild
Mustela-nivalis_SAMEA6809547.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809547	13881	Mustela-nivalis_SAMEA6809547.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9294194	923614	5.965490507	6	least_weasel.2	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela_nivalis	Mustela putorius	Mustela_nivalis	least_weasel	NA	NA	carnivore	Austria	NA	gut	carnivore	carnivore	wild
Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809574	13881	Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9249596	5038598	6.70230971	7	leopard.1	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_pardus	Panthera_pardus	Panthera_pardus	leopard	NA	NA	carnivore	SouthAfrica	NA	feces	carnivore	carnivore	wild
Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809628	13881	Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2657886	2645224	6.422462454	6	lesser_white-toothed_shrew.1	Chordata	Mammalia	Soricidae	Crocidura	Metazoa	Eulipotyphla	Crocidura_suaveolens	Crocidura_indochinensis	Crocidura_suaveolens	Lesser_white-toothed_shrew	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild
Panthera-leo_SAMEA6809575.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809575	13881	Panthera-leo_SAMEA6809575.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8762536	1201442	6.07970281	6	lion.1	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_leo	Panthera_leo	Panthera_leo	lion	NA	NA	carnivore	SouthAfrica	NA	feces	carnivore	carnivore	wild
Panthera-leo_SAMEA6809576.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809576	13881	Panthera-leo_SAMEA6809576.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2534876	2525402	6.40233052	6	lion.2	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_leo	Panthera_leo	Panthera_leo	lion	NA	NA	carnivore	SouthAfrica	NA	feces	carnivore	carnivore	wild
Asio-otus_SAMEA6809369.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809369	13881	Asio-otus_SAMEA6809369.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7877126	2169026	6.336264758	6	long-eared_owl.1	Chordata	Aves	Strigidae	Asio	Metazoa	Strigiformes	Asio_otus	Bubo_bubo	Asio_otus	long-eared_owl	NA	NA	carnivore	Hungary	NA	feces	carnivore	carnivore	wild
Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809523	13881	Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5198934	2500022	6.39794383	6	mallard.1	Chordata	Aves	Anatidae	Anas	Metazoa	Anseriformes	Anas_platyrhynchos	Anas_platyrhynchos	Anas_platyrhynchos	mallard	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	wild
Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809597	13881	Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3875756	3875236	6.588298156	7	meadow_viper.1	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera_ursinii	Vipera_berus	Vipera_ursinii	Meadow_Viper	NA	NA	carnivore	Hungary	NA	feces	insectivore	carnivore	wild
Vipera-ursinii_SAMEA6809630.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809630	13881	Vipera-ursinii_SAMEA6809630.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6878300	6876870	6.837390815	7	meadow_viper.2	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera_ursinii	Vipera_berus	Vipera_ursinii	Meadow_Viper	NA	NA	carnivore	Hungary	NA	feces	insectivore	carnivore	wild
Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809529	13881	Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2662872	2646056	6.422599031	6	mexican_collared_anteater.1	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua_mexicana	Tamandua_tetradactyla	Tamandua_mexicana	Mexican_collared_anteater	NA	NA	carnivore	Colombia	NA	feces	insectivore	carnivore	wild
Tamandua-mexicana_SAMEA6809530.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809530	13881	Tamandua-mexicana_SAMEA6809530.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2503250	2503014	6.398463279	6	mexican_collared_anteater.2	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua_mexicana	Tamandua_tetradactyla	Tamandua_mexicana	Mexican_collared_anteater	NA	NA	carnivore	Colombia	NA	feces	insectivore	carnivore	wild
Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809562	13881	Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3420982	2052906	6.312369064	6	morelet's_crocodile.1	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus_moreletii	Crocodylus_porosus	Crocodylus_moreletii	Morelet's_crocodile	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	captive
Ovis-aries_SAMEA6809605.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809605	13881	Ovis-aries_SAMEA6809605.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14379084	4533908	6.656472703	7	mouflon.1	Chordata	Mammalia	Bovidae	Ovis	Metazoa	Artiodactyla	Ovis_aries_musimon	Ovis_aries_musimon	Ovis_aries	mouflon	NA	NA	herbivore	Austria	NA	feces	herbivore	herbivore	captive
Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809462	13881	Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	17074188	1549510	6.190194383	6	mute_swan.1	Chordata	Aves	Anatidae	Cygnus	Metazoa	Anseriformes	Cygnus_olor	Cygnus_olor	Cygnus_olor	mute_swan	NA	NA	omnivore	Hungary	NA	feces	herbivore	herbivore	wild
Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809569	13881	Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6038748	2615290	6.417519853	6	nile_crocodile.1	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus_niloticus	Crocodylus_porosus	Crocodylus_niloticus	Nile_crocodile	NA	NA	carnivore	SouthAfrica	NA	feces	carnivore	carnivore	wild
Nyctalus-noctula_SAMEA6809364.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809364	13881	Nyctalus-noctula_SAMEA6809364.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10568116	2850750	6.454959133	6	noctule.1	Chordata	Mammalia	Vespertilionidae	Nyctalus	Metazoa	Chiroptera	Nyctalus_noctula	Pipistrellus_pipistrellus	Nyctalus_noctula	noctule	NA	NA	carnivore	Hungary	NA	gut	insectivore	carnivore	wild
Nyctalus-noctula_SAMEA6809452.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809452	13881	Nyctalus-noctula_SAMEA6809452.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3337126	3221442	6.508050317	7	noctule.2	Chordata	Mammalia	Vespertilionidae	Nyctalus	Metazoa	Chiroptera	Nyctalus_noctula	Pipistrellus_pipistrellus	Nyctalus_noctula	noctule	NA	NA	carnivore	Austria	NA	feces	insectivore	carnivore	wild
Delichon-urbicum_SAMEA6809453.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809453	13881	Delichon-urbicum_SAMEA6809453.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5516114	5514822	6.741531499	7	northern_house-martin.1	Chordata	Aves	Hirundinidae	Delichon	Metazoa	Passeriformes	Delichon_urbicum	Hirundo_rustica	Delichon_urbicum	Northern_house-martin	NA	NA	carnivore	Austria	NA	feces	insectivore	carnivore	wild
Esox-lucius_SAMEA6809640.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809640	13881	Esox-lucius_SAMEA6809640.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2801454	2800904	6.447298224	6	northern_pike.1	Chordata	Actinopterygii	Esocidae	Esox	Metazoa	Esociformes	Esox_lucius	Esox_lucius	Esox_lucius	northern_pike	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild
Esox-lucius_SAMEA6809641.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809641	13881	Esox-lucius_SAMEA6809641.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2292216	2252100	6.352587671	6	northern_pike.2	Chordata	Actinopterygii	Esocidae	Esox	Metazoa	Esociformes	Esox_lucius	Esox_lucius	Esox_lucius	northern_pike	NA	NA	carnivore	Austria	NA	feces	carnivore	carnivore	wild
Tupaia-belangeri_SAMEA6809393.ebi_filtered_r1r2combined_sampleCombined	13881.SAMEA6809393	13881	Tupaia-belangeri_SAMEA6809393.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2198702	2191054	6.340653081	6	northern_tree_shrew.1	Chordata	Mammalia	Tupaiidae	Tupaia	Metazoa	Scandentia	Tupaia_belangeri	Tupaia_belangeri	Tupaia_belangeri	northern_tree_shrew	NA	NA	omnivore	Austria	NA	feces	omnivore	omnivore	captive
