SampleID	sample_name_2	studyID	SampleID2	file_filtered_r1r2_combined	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type
Martes_foina	13881.SAMEA6809469	13881	Martes-foina_SAMEA6809442.ebi_filtered_r1r2combined_sampleCombined	Martes-foina_SAMEA6809442.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1901878	beach_marten.1	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes foina	beach marten				Austria		gut
Martes_foina	13881.SAMEA6809536	13881	Martes-foina_SAMEA6809494.ebi_filtered_r1r2combined_sampleCombined	Martes-foina_SAMEA6809494.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	951860	beach_marten.2	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes foina	beach marten				Austria		feces
Alouatta_caraya	11212.AC622	11212	Alouatta-caraya_AC622_ATCACG_L001_001_filtered_r1r2combined	Alouatta-caraya_AC622_ATCACG_L001_001_filtered_r1r2combined.fastq.gz	16727218	black_grouse.1	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta caraya	black howler monkey	flightless		Folivore	Argentina	Atlantic Forest	stool
Alouatta_caraya	11212.AC660	11212	Alouatta-caraya_AC660_CGATGT_L001_001_filtered_r1r2combined	Alouatta-caraya_AC660_CGATGT_L001_001_filtered_r1r2combined.fastq.gz	11988904	black_howler_monkey.1	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta caraya	black howler monkey	flightless		Folivore	Argentina	Atlantic Forest	stool
Alouatta_caraya	11212.AC665	11212	Alouatta-caraya_AC665_TTAGGC_L001_001_filtered_r1r2combined	Alouatta-caraya_AC665_TTAGGC_L001_001_filtered_r1r2combined.fastq.gz	17051138	black_howler_monkey.2	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta caraya	black howler monkey	flightless		Folivore	Argentina	Atlantic Forest	stool
Alouatta_caraya	11212.AC667	11212	Alouatta-caraya_AC667_TGACCA_L001_001_filtered_r1r2combined	Alouatta-caraya_AC667_TGACCA_L001_001_filtered_r1r2combined.fastq.gz	25100314	black_howler_monkey.3	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta caraya	black howler monkey	flightless		Folivore	Argentina	Atlantic Forest	stool
Alouatta_caraya	11212.AC668	11212	Alouatta-caraya_AC668_ACAGTG_L001_001_filtered_r1r2combined	Alouatta-caraya_AC668_ACAGTG_L001_001_filtered_r1r2combined.fastq.gz	12288246	black_howler_monkey.4	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta caraya	black howler monkey	flightless		Folivore	Argentina	Atlantic Forest	stool
Lyrurus_tetrix	13881.SAMEA6809510	13881	Lyrurus-tetrix_SAMEA6809472.ebi_filtered_r1r2combined_sampleCombined	Lyrurus-tetrix_SAMEA6809472.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2249806	black_howler_monkey.5	Chordata	Aves	Phasianidae	Lyrurus	Metazoa	Galliformes	Lyrurus tetrix	Black_Grouse				Austria		feces
Cricetus_cricetus	13881.SAMEA6809485	13881	Cricetus-cricetus_SAMEA6809455.ebi_filtered_r1r2combined_sampleCombined	Cricetus-cricetus_SAMEA6809455.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3739428	black-bellied_hamster.1	Chordata	Mammalia	Cricetidae	Cricetus	Metazoa	Rodentia	Cricetus cricetus	black-bellied hamster				Austria		gut
Cricetus_cricetus	13881.SAMEA6809473	13881	Cricetus-cricetus_SAMEA6809607.ebi_filtered_r1r2combined_sampleCombined	Cricetus-cricetus_SAMEA6809607.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8109972	black-bellied_hamster.2	Chordata	Mammalia	Cricetidae	Cricetus	Metazoa	Rodentia	Cricetus cricetus	black-bellied hamster				Austria		feces
Turdus_merula	13881.SAMEA6809413	13881	Turdus-merula_SAMEA6809405.ebi_filtered_r1r2combined_sampleCombined	Turdus-merula_SAMEA6809405.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1070842	blackbird.1	Chordata	Aves	Turdidae	Turdus	Metazoa	Passeriformes	Turdus merula	blackbird				Hungary		feces
Sylvia_atricapilla	13881.SAMEA6809358	13881	Sylvia-atricapilla_SAMEA6809358.ebi_filtered_r1r2combined_sampleCombined	Sylvia-atricapilla_SAMEA6809358.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7907232	blackcap.1	Chordata	Aves	Sylviidae	Sylvia	Metazoa	Passeriformes	Sylvia atricapilla	blackcap				Austria		feces
Cercopithecus_ascanius	11212.RT2013	11212	Cercopithecus-ascanius_RT2013_CTTGTA_L002_001_filtered_r1r2combined	Cercopithecus-ascanius_RT2013_CTTGTA_L002_001_filtered_r1r2combined.fastq.gz	16038808	black-cheeked_white-nosed_monkey.1	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	black-cheeked white-nosed monkey	flightless		Not	Uganda	Rainforest	stool
Cercopithecus_ascanius	11212.RT2017	11212	Cercopithecus-ascanius_RT2017_AGTCAA_L002_001_filtered_r1r2combined	Cercopithecus-ascanius_RT2017_AGTCAA_L002_001_filtered_r1r2combined.fastq.gz	12445362	black-cheeked_white-nosed_monkey.2	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	black-cheeked white-nosed monkey	flightless		Not	Uganda	Rainforest	stool
Cercopithecus_ascanius	11212.RT2019	11212	Cercopithecus-ascanius_RT2019_AGTTCC_L002_001_filtered_r1r2combined	Cercopithecus-ascanius_RT2019_AGTTCC_L002_001_filtered_r1r2combined.fastq.gz	12899588	black-cheeked_white-nosed_monkey.3	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	black-cheeked white-nosed monkey	flightless		Not	Uganda	Rainforest	stool
Cercopithecus_ascanius	11212.RT2021	11212	Cercopithecus-ascanius_RT2021_ATGTCA_L002_001_filtered_r1r2combined	Cercopithecus-ascanius_RT2021_ATGTCA_L002_001_filtered_r1r2combined.fastq.gz	14363096	black-cheeked_white-nosed_monkey.4	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	black-cheeked white-nosed monkey	flightless		Not	Uganda	Rainforest	stool
Cercopithecus_ascanius	11212.RT2048	11212	Cercopithecus-ascanius_RT2048_CCGTCC_L002_001_filtered_r1r2combined	Cercopithecus-ascanius_RT2048_CCGTCC_L002_001_filtered_r1r2combined.fastq.gz	14967276	black-cheeked_white-nosed_monkey.5	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	black-cheeked white-nosed monkey	flightless		Not	Uganda	Rainforest	stool
Varanus_albigularis	13114.song.52.s001	13114	Varanus-albigularis_Song52_24048_host_filtered_r1r2combined	Varanus-albigularis_Song52_24048_host_filtered_r1r2combined.fastq.gz	23831112	black-throated_monitor.1	Chordata	Reptilia	Varanidae	Varanus	Metazoa	Squamata	Varanus albigularis	Black-throated monitor	flightless	"terrestrial, flightless"	carnivore			
Alburnus_alburnus	13881.SAMEA6809544	13881	Alburnus-alburnus_SAMEA6809501.ebi_filtered_r1r2combined_sampleCombined	Alburnus-alburnus_SAMEA6809501.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4021410	bleak.1	Chordata	Actinopterygii	Leuciscidae	Alburnus	Metazoa	Cypriniformes	Alburnus alburnus	bleak				Austria		feces
Connochaetes_taurinus	13881.SAMEA6809620	13881	Connochaetes-taurinus_SAMEA6809565.ebi_filtered_r1r2combined_sampleCombined	Connochaetes-taurinus_SAMEA6809565.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6142550	brindled_gnu.1	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes taurinus	brindled gnu				South Africa		feces
Connochaetes_taurinus	13881.SAMEA6809621	13881	Connochaetes-taurinus_SAMEA6809566.ebi_filtered_r1r2combined_sampleCombined	Connochaetes-taurinus_SAMEA6809566.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14237738	brindled_gnu.2	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes taurinus	brindled gnu				South Africa		feces
Connochaetes_taurinus	13881.SAMEA6809540	13881	Connochaetes-taurinus_SAMEA6809595.ebi_filtered_r1r2combined_sampleCombined	Connochaetes-taurinus_SAMEA6809595.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2830836	brindled_gnu.3	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes taurinus	brindled gnu				Austria		feces
Speculanas_specularis	11166.ZU.18260.bronzewingedduck	11166	Speculanas-specularis_S_S_Temp_D709-AK1546_filtered_r1r2combined	Speculanas-specularis_S_S_Temp_D709-AK1546_filtered_r1r2combined.fastq.gz	4291506	bronzewinged_duck.1	Chordata	Aves	Anatidae	Speculanas	Metazoa	Anseriformes	Speculanas specularis	Bronzewinged duck	flighted					
Salvelinus_fontinalis	13881.SAMEA6809429	13881	Salvelinus-fontinalis_SAMEA6809414.ebi_filtered_r1r2combined_sampleCombined	Salvelinus-fontinalis_SAMEA6809414.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	154434	brook_trout.1	Chordata	Actinopterygii	Salmonidae	Salvelinus	Metazoa	Salmoniformes	Salvelinus fontinalis	brook trout				Austria		feces
Ursus_arctos	13881.SAMEA6809463	13881	Ursus-arctos_SAMEA6809439.ebi_filtered_r1r2combined_sampleCombined	Ursus-arctos_SAMEA6809439.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11149182	brown_bear.1	Chordata	Mammalia	Ursidae	Ursus	Metazoa	Carnivora	Ursus arctos	brown bear				Austria		feces
Ursus_arctos	13881.SAMEA6809567	13881	Ursus-arctos_SAMEA6809521.ebi_filtered_r1r2combined_sampleCombined	Ursus-arctos_SAMEA6809521.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19194902	brown_bear.2	Chordata	Mammalia	Ursidae	Ursus	Metazoa	Carnivora	Ursus arctos	brown bear				Austria		feces
Parahyaena_brunnea	11166.FD.0126.hyena	11166	Hyaena-brunnea_S_S_Temp_D701-AK1682_filtered_r1r2combined	Hyaena-brunnea_S_S_Temp_D701-AK1682_filtered_r1r2combined.fastq.gz	148074190	brown_hyena.1	Chordata	Mammalia	Hyaenidae	Parahyaena	Metazoa	Carnivora	Parahyaena brunnea	Brown hyena	flightless					
Apteryx_australis	13114.song.53.s013	13114	Apteryx-mantelli_Song53_24657_host_filtered_r1r2combined	Apteryx-mantelli_Song53_24657_host_filtered_r1r2combined.fastq.gz	10050758	brown_kiwi.1	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx mantelli	Brown kiwi	flightless	"terrestrial, flightless"	omnivore			
Apteryx_australis	11166.NATL.24369.kiwi	11166	Apteryx-mantelli_S_S_Temp_D706-AK1546_filtered_r1r2combined	Apteryx-mantelli_S_S_Temp_D706-AK1546_filtered_r1r2combined.fastq.gz	16187182	brown_kiwi.2	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx australis	brown kiwi	flightless					
Apteryx_australis	11166.NATL.24677.kiwi	11166	Apteryx-mantelli_S_S_Temp_D706-AK1681_filtered_r1r2combined	Apteryx-mantelli_S_S_Temp_D706-AK1681_filtered_r1r2combined.fastq.gz	24065226	brown_kiwi.3	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx australis	brown kiwi	flightless					
Ateles_hybridus	11212.Ahyb1000	11212	Alouatta-palliata_Ahyb1000_CAGATC_L002_001_filtered_r1r2combined	Alouatta-palliata_Ahyb1000_CAGATC_L002_001_filtered_r1r2combined.fastq.gz	23641186	brown_spider_monkey.1	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles hybridus	brown spider monkey	flightless		Not	Colombia	Rainforest	stool
Ateles_hybridus	11212.Ahyb135	11212	Alouatta-palliata_Ahyb135_ACTTGA_L002_001_filtered_r1r2combined	Alouatta-palliata_Ahyb135_ACTTGA_L002_001_filtered_r1r2combined.fastq.gz	22681054	brown_spider_monkey.2	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles hybridus	brown spider monkey	flightless		Not	Colombia	Rainforest	stool
Ateles_hybridus	11212.Ahyb257	11212	Alouatta-palliata_Ahyb257_GATCAG_L002_001_filtered_r1r2combined	Alouatta-palliata_Ahyb257_GATCAG_L002_001_filtered_r1r2combined.fastq.gz	17058394	brown_spider_monkey.3	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles hybridus	brown spider monkey	flightless		Not	Colombia	Rainforest	stool
Ateles_hybridus	11212.Ahyb401	11212	Alouatta-palliata_Ahyb401_TAGCTT_L002_001_filtered_r1r2combined	Alouatta-palliata_Ahyb401_TAGCTT_L002_001_filtered_r1r2combined.fastq.gz	16008646	brown_spider_monkey.4	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles hybridus	brown spider monkey	flightless		Not	Colombia	Rainforest	stool
Ateles_hybridus	11212.Ahyb411	11212	Alouatta-pigra_Ahyb411_GGCTAC_L002_001_filtered_r1r2combined	Alouatta-pigra_Ahyb411_GGCTAC_L002_001_filtered_r1r2combined.fastq.gz	14004850	brown_spider_monkey.5	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles hybridus	brown spider monkey	flightless		Not	Colombia	Rainforest	stool
Lagothrix_lagotricha	11212.LabEllis3	11212	Lagothrix-lagotricha_LabEllis3_AGTCAA_L003_001_filtered_r1r2combined	Lagothrix-lagotricha_LabEllis3_AGTCAA_L003_001_filtered_r1r2combined.fastq.gz	9329970	brown_trout.1	Chordata	Mammalia	Atelidae	Lagothrix	Metazoa	Primates	Lagothrix lagotricha	brown woolly monkey	flightless		Not	Ecuador	Rainforest	stool
Lagothrix_lagotricha	11212.LagAb2	11212	Lagothrix-lagotricha_LagAb2_AGTTCC_L003_001_filtered_r1r2combined	Lagothrix-lagotricha_LagAb2_AGTTCC_L003_001_filtered_r1r2combined.fastq.gz	18798256	brown_woolly_monkey.1	Chordata	Mammalia	Atelidae	Lagothrix	Metazoa	Primates	Lagothrix lagotricha	brown woolly monkey	flightless		Not	Ecuador	Rainforest	stool
Lagothrix_lagotricha	11212.LagEllis1	11212	Lagothrix-lagotricha_LagEllis1_ATGTCA_L003_001_filtered_r1r2combined	Lagothrix-lagotricha_LagEllis1_ATGTCA_L003_001_filtered_r1r2combined.fastq.gz	21026934	brown_woolly_monkey.2	Chordata	Mammalia	Atelidae	Lagothrix	Metazoa	Primates	Lagothrix lagotricha	brown woolly monkey	flightless		Not	Ecuador	Rainforest	stool
Lagothrix_lagotricha	11212.LagEllis4	11212	Lagothrix-lagotricha_LagEllis4_CCGTCC_L003_001_filtered_r1r2combined	Lagothrix-lagotricha_LagEllis4_CCGTCC_L003_001_filtered_r1r2combined.fastq.gz	10871604	brown_woolly_monkey.3	Chordata	Mammalia	Atelidae	Lagothrix	Metazoa	Primates	Lagothrix lagotricha	brown woolly monkey	flightless		Not	Ecuador	Rainforest	stool
Lagothrix_lagotricha	11212.LagEllis5	11212	Lagothrix-lagotricha_LagEllis5_GTCCGC_L003_001_filtered_r1r2combined	Lagothrix-lagotricha_LagEllis5_GTCCGC_L003_001_filtered_r1r2combined.fastq.gz	14114418	brown_woolly_monkey.4	Chordata	Mammalia	Atelidae	Lagothrix	Metazoa	Primates	Lagothrix lagotricha	brown woolly monkey	flightless		Not	Ecuador	Rainforest	stool
Salmo_trutta	13881.SAMEA6809467	13881	Salmo-trutta_SAMEA6809440.ebi_filtered_r1r2combined_sampleCombined	Salmo-trutta_SAMEA6809440.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1924080	brown_woolly_monkey.5	Chordata	Actinopterygii	Salmonidae	Salmo	Metazoa	Salmoniformes	Salmo trutta fario	Brown_Trout				Austria		gut
Bradypus_variegatus	13881.SAMEA6809577	13881	Bradypus-variegatus_SAMEA6809531.ebi_filtered_r1r2combined_sampleCombined	Bradypus-variegatus_SAMEA6809531.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4681548	brown-throated_sloth.1	Chordata	Mammalia	Bradypodidae	Bradypus	Metazoa	Pilosa	Bradypus variegatus	Brown-throated sloth				Nicaragua		feces
Corvus_corone	13881.SAMEA6809462	13881	Corvus-corone_SAMEA6809438.ebi_filtered_r1r2combined_sampleCombined	Corvus-corone_SAMEA6809438.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	338128	carrion_crow.1	Chordata	Aves	Corvidae	Corvus	Metazoa	Passeriformes	Corvus corone	carrion crow				Austria		gut
Casuarius_casuarius	13114.song.53.s006	13114	Casuarius-casuarius_Song53_24086_host_filtered_r1r2combined	Casuarius-casuarius_Song53_24086_host_filtered_r1r2combined.fastq.gz	21853728	cassowary.1	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius casuarius	Cassowary	flightless	"terrestrial, flightless"	frugivore			
Casuarius_casuarius	13114.song.53.s015	13114	Casuarius-casuarius_Song53_25069_host_filtered_r1r2combined	Casuarius-casuarius_Song53_25069_host_filtered_r1r2combined.fastq.gz	62752652	cassowary.2	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius casuarius	Cassowary	flightless	"terrestrial, flightless"	frugivore			
Casuarius_casuarius	11166.ATL.24090.a.cassowary	11166	Casuarius-casuarius_S_S_Temp_D703-AK1780_filtered_r1r2combined	Casuarius-casuarius_S_S_Temp_D703-AK1780_filtered_r1r2combined.fastq.gz	78778530	cassowary.3	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius casuarius	Cassowary	flightless					
Casuarius_casuarius	11166.NATL.24096.cassowary	11166	Casuarius-casuarius_S_S_Temp_D705-AK1545_filtered_r1r2combined	Casuarius-casuarius_S_S_Temp_D705-AK1545_filtered_r1r2combined.fastq.gz	47781626	cassowary.4	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius casuarius	cassowary	flightless					
Bos_taurus	13114.minich.76.s002	13114	Bos-taurus_Minich76_CM_host_filtered_r1r2combined	Bos-taurus_Minich76_CM_host_filtered_r1r2combined.fastq.gz	37087396	cattle.1	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos taurus	cattle	flightless	"terrestrial, flightless"	herbivore			
Bos_taurus	13881.SAMEA6809398	13881	Bos-taurus_SAMEA6809392.ebi_filtered_r1r2combined_sampleCombined	Bos-taurus_SAMEA6809392.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	22139936	cattle.2	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos taurus	cattle				Austria		feces
Bos_taurus	13881.SAMEA6809414	13881	Bos-taurus_SAMEA6809583.ebi_filtered_r1r2combined_sampleCombined	Bos-taurus_SAMEA6809583.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9740686	cattle.3	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos taurus	cattle				Tanzania		feces
Pogona_vitticeps	13881.SAMEA6809526	13881	Pogona-vitticeps_SAMEA6809486.ebi_filtered_r1r2combined_sampleCombined	Pogona-vitticeps_SAMEA6809486.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5988190	central_bearded_dragon.1	Chordata	Reptilia	Agamidae	Pogona	Metazoa	Squamata	Pogona vitticeps	central bearded dragon				Australia		feces
Papio_ursinus	13881.SAMEA6809624	13881	Papio-ursinus_SAMEA6809567.ebi_filtered_r1r2combined_sampleCombined	Papio-ursinus_SAMEA6809567.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6094488	chacma_baboon.1	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio ursinus	Chacma baboon				South Africa		feces
Rupicapra_rupicapra	13881.SAMEA6809619	13881	Rupicapra-rupicapra_SAMEA6809564.ebi_filtered_r1r2combined_sampleCombined	Rupicapra-rupicapra_SAMEA6809564.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5122552	chamois.1	Chordata	Mammalia	Bovidae	Rupicapra	Metazoa	Artiodactyla	Rupicapra rupicapra	chamois				Austria		feces
Acanthiza_uropygialis	13881.SAMEA6809532	13881	Acanthiza-uropygialis_SAMEA6809490.ebi_filtered_r1r2combined_sampleCombined	Acanthiza-uropygialis_SAMEA6809490.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1199780	chestnut-rumped_thornbill.1	Chordata	Aves	Acanthizidae	Acanthiza	Metazoa	Passeriformes	Acanthiza uropygialis	chestnut-rumped thornbill				Australia		feces
Gallus_gallus	13114.minich.76.s001	13114	Gallus-gallus_Minich76_BM_host_filtered_r1r2combined	Gallus-gallus_Minich76_BM_host_filtered_r1r2combined.fastq.gz	25317600	chicken.1	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus gallus	chicken	flightless	"terrestrial, flightless"	omnivore			
Gallus_gallus	13114.minich.76.s004	13114	Gallus-gallus_Minich76_LM_host_filtered_r1r2combined	Gallus-gallus_Minich76_LM_host_filtered_r1r2combined.fastq.gz	7244872	chicken.2	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus gallus	chicken	flightless	"terrestrial, flightless"	omnivore			
Gallus_gallus	13881.SAMEA6809538	13881	Gallus-gallus_SAMEA6809496.ebi_filtered_r1r2combined_sampleCombined	Gallus-gallus_SAMEA6809496.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4115152	chicken.3	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus gallus	chicken				Austria		feces
Pan_troglodytes	11212.Ptr1	11212	Propithecus-verreauxi_Ptr1_GATCAG_L004_001_filtered_r1r2combined	Propithecus-verreauxi_Ptr1_GATCAG_L004_001_filtered_r1r2combined.fastq.gz	17333018	chimpanzee.1	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan troglodytes	chimpanzee	flightless		Not	Uganda	Rainforest	stool
Pan_troglodytes	11212.Ptr10	11212	Pan-troglodytes_Ptr10_TAGCTT_L004_001_filtered_r1r2combined	Pan-troglodytes_Ptr10_TAGCTT_L004_001_filtered_r1r2combined.fastq.gz	24575468	chimpanzee.2	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan troglodytes	chimpanzee	flightless		Not	Uganda	Rainforest	stool
Pan_troglodytes	11212.Ptr11	11212	Propithecus-verreauxi_Ptr11_GGCTAC_L004_001_filtered_r1r2combined	Propithecus-verreauxi_Ptr11_GGCTAC_L004_001_filtered_r1r2combined.fastq.gz	15425724	chimpanzee.3	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan troglodytes	chimpanzee	flightless		Not	Uganda	Rainforest	stool
Pan_troglodytes	11212.Ptr13	11212	Propithecus-verreauxi_Ptr13_CTTGTA_L004_001_filtered_r1r2combined	Propithecus-verreauxi_Ptr13_CTTGTA_L004_001_filtered_r1r2combined.fastq.gz	14306534	chimpanzee.4	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan troglodytes	chimpanzee	flightless		Not	Uganda	Rainforest	stool
Pan_troglodytes	11212.PTr14	11212	Propithecus-verreauxi_PTr14_AGTCAA_L004_001_filtered_r1r2combined	Propithecus-verreauxi_PTr14_AGTCAA_L004_001_filtered_r1r2combined.fastq.gz	14901858	chimpanzee.5	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan troglodytes	chimpanzee	flightless		Not	Uganda	Rainforest	stool
Gazella_bennettii	13881.SAMEA6809452	13881	Gazella-bennettii_SAMEA6809614.ebi_filtered_r1r2combined_sampleCombined	Gazella-bennettii_SAMEA6809614.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2064676	chinkara.1	Chordata	Mammalia	Bovidae	Gazella	Metazoa	Artiodactyla	Gazella bennettii	chinkara				Iran		feces
Pedostibes_hosii	13114.song.52.s014	13114	Pedostibes-hosii_Song52_25153_host_filtered_r1r2combined	Pedostibes-hosii_Song52_25153_host_filtered_r1r2combined.fastq.gz	23236318	climbing_toad.1	Chordata	Amphibia	Bufonidae	Pedostibes	Metazoa	Anura	Pedostibes hosii	Climbing toad	flightless	"terrestrial, flightless"	insectivore			
Abramis_brama	13881.SAMEA6809622	13881	Abramis-brama_SAMEA6809635.ebi_filtered_r1r2combined_sampleCombined	Abramis-brama_SAMEA6809635.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	89093932	common_bream.1	Chordata	Actinopterygii	Leuciscidae	Abramis	Metazoa	Cypriniformes	Abramis brama	common bream				Austria		feces
Trichosurus_vulpecula	13881.SAMEA6809523	13881	Trichosurus-vulpecula_SAMEA6809483.ebi_filtered_r1r2combined_sampleCombined	Trichosurus-vulpecula_SAMEA6809483.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7143742	common_brushtail.1	Chordata	Mammalia	Phalangeridae	Trichosurus	Metazoa	Diprotodontia	Trichosurus vulpecula	common brushtail				Australia		feces
Trichosurus_vulpecula	13881.SAMEA6809524	13881	Trichosurus-vulpecula_SAMEA6809484.ebi_filtered_r1r2combined_sampleCombined	Trichosurus-vulpecula_SAMEA6809484.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7702584	common_brushtail.2	Chordata	Mammalia	Phalangeridae	Trichosurus	Metazoa	Diprotodontia	Trichosurus vulpecula	common brushtail				Australia		feces
Cyprinus_carpio	13881.SAMEA6809379	13881	Cyprinus-carpio_SAMEA6809376.ebi_filtered_r1r2combined_sampleCombined	Cyprinus-carpio_SAMEA6809376.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2401596	common_carp.1	Chordata	Actinopterygii	Cyprinidae	Cyprinus	Metazoa	Cypriniformes	Cyprinus carpio	common carp				Austria		feces
Cyprinus_carpio	13881.SAMEA6809420	13881	Cyprinus-carpio_SAMEA6809409.ebi_filtered_r1r2combined_sampleCombined	Cyprinus-carpio_SAMEA6809409.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	798214	common_carp.2	Chordata	Actinopterygii	Cyprinidae	Cyprinus	Metazoa	Cypriniformes	Cyprinus carpio	common carp				Austria		gut
Rana_temporaria	13881.SAMEA6809434	13881	Rana-temporaria_SAMEA6809418.ebi_filtered_r1r2combined_sampleCombined	Rana-temporaria_SAMEA6809418.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2214802	common_frog.1	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana temporaria	common frog				Austria		feces
Rana_temporaria	13881.SAMEA6809435	13881	Rana-temporaria_SAMEA6809419.ebi_filtered_r1r2combined_sampleCombined	Rana-temporaria_SAMEA6809419.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1880786	common_frog.2	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana temporaria	common frog				Austria		feces
Hemidactylus_frenatus	13881.SAMEA6809431	13881	Hemidactylus-frenatus_SAMEA6809416.ebi_filtered_r1r2combined_sampleCombined	Hemidactylus-frenatus_SAMEA6809416.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1788880	common_house_gecko.1	Chordata	Reptilia	Gekkonidae	Hemidactylus	Metazoa	Squamata	Hemidactylus frenatus	common house gecko				Viet Nam		feces
