SampleID	sample_name_2	studyID	SampleID2	file_filtered_r1r2_combined	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type
Zamenis_longissimus	13881.SAMEA6809468	13881	Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2combined_sampleCombined	Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2090538	aesculapian_snake.1	Chordata	Reptilia	Colubridae	Zamenis	Metazoa	Squamata	Zamenis longissimus	Aesculapian_Snake				Austria		feces
Syncerus_caffer	13881.SAMEA6809490	13881	Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2combined_sampleCombined	Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11153206	african_buffalo.1	Chordata	Mammalia	Bovidae	Syncerus	Metazoa	Artiodactyla	Syncerus caffer	African buffalo				Tanzania		feces
Loxodonta_africana	13881.SAMEA6809591	13881	Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2combined_sampleCombined	Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1202484	african_savanna_elephant.1	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta africana	African savanna elephant				Austria		feces
Loxodonta_africana	13881.SAMEA6809628	13881	Loxodonta-africana_SAMEA6809570.ebi_filtered_r1r2combined_sampleCombined	Loxodonta-africana_SAMEA6809570.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9913138	african_savanna_elephant.2	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta africana	African savanna elephant				South Africa		feces
Rana_dalmatina	13881.SAMEA6809436	13881	Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2combined_sampleCombined	Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2831584	agile_frog.1	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana dalmatina	agile frog				Austria		feces
Rana_dalmatina	13881.SAMEA6809590	13881	Rana-dalmatina_SAMEA6809542.ebi_filtered_r1r2combined_sampleCombined	Rana-dalmatina_SAMEA6809542.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2024264	agile_frog.2	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana dalmatina	agile frog				Austria		feces
Aldabrachelys_gigantea	13114.song.52.s002	13114	Aldabrachelys-gigantea_Song52_24069_host_filtered_r1r2combined	Aldabrachelys-gigantea_Song52_24069_host_filtered_r1r2combined.fastq.gz	22735918	aldabra_giant_tortoise.1	Chordata	Reptilia	Testudinidae	Aldabrachelys	Metazoa	Testudines	Aldabrachelys gigantea	Aldabra giant tortoise	flightless	"terrestrial, flightless"	herbivore			
Capra_ibex	13881.SAMEA6809383	13881	Capra-ibex_SAMEA6809380.ebi_filtered_r1r2combined_sampleCombined	Capra-ibex_SAMEA6809380.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	13232282	alpine_ibex.1	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra ibex	Alpine ibex				Austria		feces
Capra_ibex	13881.SAMEA6809384	13881	Capra-ibex_SAMEA6809381.ebi_filtered_r1r2combined_sampleCombined	Capra-ibex_SAMEA6809381.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	17017500	alpine_ibex.2	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra ibex	Alpine ibex				Austria		feces
Capra_ibex	13881.SAMEA6809460	13881	Capra-ibex_SAMEA6809436.ebi_filtered_r1r2combined_sampleCombined	Capra-ibex_SAMEA6809436.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8412152	alpine_ibex.3	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra ibex	Alpine ibex				Austria		feces
Sorex_alpinus	13881.SAMEA6809374	13881	Sorex-alpinus_SAMEA6809372.ebi_filtered_r1r2combined_sampleCombined	Sorex-alpinus_SAMEA6809372.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6480010	alpine_salamander.1	Chordata	Mammalia	Soricidae	Sorex	Metazoa	Eulipotyphla	Sorex alpinus	alpine shrew				Austria		gut
Salamandra_atra	13881.SAMEA6809565	13881	Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2combined_sampleCombined	Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	605706	alpine_shrew.1	Chordata	Amphibia	Salamandridae	Salamandra	Metazoa	Caudata	Salamandra atra	Alpine_Salamander				Austria		feces
Alligator_mississippiensis	13114.song.52.s008	13114	Alligator-mississippiensis_Song52_25047_host_filtered_r1r2combined	Alligator-mississippiensis_Song52_25047_host_filtered_r1r2combined.fastq.gz	8338922	american_alligator.1	Chordata	Reptilia	Alligatoridae	Alligator	Metazoa	Crocodilia	Alligator mississippiensis	American alligator	flightless	"terrestrial, flightless"	carnivore			
Lampetra_appendix	11166.lamprey.24146.lamprey	11166	Lampetra-appendix_S_S_Temp_D703-AK1680_filtered_r1r2combined	Lampetra-appendix_S_S_Temp_D703-AK1680_filtered_r1r2combined.fastq.gz	32380108	american_brook_lamprey.1	Chordata	Hyperoartia	Petromyzontidae	Lampetra	Metazoa	Petromyzontiformes	Lampetra appendix	American brook lamprey	flightless					
Lampetra_appendix	11166.lamprey.24147.lamprey	11166	Lampetra-appendix_S_S_Temp_D702-AK1780_filtered_r1r2combined	Lampetra-appendix_S_S_Temp_D702-AK1780_filtered_r1r2combined.fastq.gz	44405594	american_brook_lamprey.2	Chordata	Hyperoartia	Petromyzontidae	Lampetra	Metazoa	Petromyzontiformes	Lampetra appendix	American brook lamprey	flightless					
Lampetra_appendix	11166.lamprey.24154.lamprey	11166	Lampetra-appendix_S_S_Temp_D702-AK1544_filtered_r1r2combined	Lampetra-appendix_S_S_Temp_D702-AK1544_filtered_r1r2combined.fastq.gz	25803516	american_brook_lamprey.3	Chordata	Hyperoartia	Petromyzontidae	Lampetra	Metazoa	Petromyzontiformes	Lampetra appendix	American brook lamprey	flightless					
Camelus_dromedarius	13881.SAMEA6809466	13881	Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2combined_sampleCombined	Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6776790	arabian_camel.1	Chordata	Mammalia	Camelidae	Camelus	Metazoa	Artiodactyla	Camelus dromedarius	Arabian camel				Austria		feces
Canis_lupus	13881.SAMEA6809606	13881	Canis-lupus_SAMEA6809554.ebi_filtered_r1r2combined_sampleCombined	Canis-lupus_SAMEA6809554.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1433188	arctic_wolf.1	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus arctos	Arctic_Wolf				Austria		feces
Canis_lupus	13881.SAMEA6809443	13881	Canis-lupus_SAMEA6809618.ebi_filtered_r1r2combined_sampleCombined	Canis-lupus_SAMEA6809618.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2904720	arctic_wolf.2	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus arctos	Arctic_Wolf				Austria		feces
Aonyx_cinerea	13114.song.75.s002	13114	Aonyx-cinerea_Song75_24535_host_filtered_r1r2combined	Aonyx-cinerea_Song75_24535_host_filtered_r1r2combined.fastq.gz	380464	asian_small-clawed_otter.1	Chordata	Mammalia	Mustelidae	Aonyx	Metazoa	Carnivora	Aonyx cinerea	Asian small-clawed otter	flightless	"terrestrial, flightless"	carnivore			
	13881.SAMEA6809539	13881	Aspius-aspius_SAMEA6809497.ebi_filtered_r1r2combined_sampleCombined	Aspius-aspius_SAMEA6809497.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	492744	asp.1	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Aspius aspius	Asp				Austria		feces
	13881.SAMEA6809597	13881	Aspius-aspius_SAMEA6809639.ebi_filtered_r1r2combined_sampleCombined	Aspius-aspius_SAMEA6809639.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2045956	asp.2	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Aspius aspius	Asp				Austria		feces
Tachyglossus_aculeatus	13881.SAMEA6809521	13881	Tachyglossus-aculeatus_SAMEA6809481.ebi_filtered_r1r2combined_sampleCombined	Tachyglossus-aculeatus_SAMEA6809481.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	21108682	australian_echidna.1	Chordata	Mammalia	Tachyglossidae	Tachyglossus	Metazoa	Monotremata	Tachyglossus aculeatus	Australian echidna				Australia		feces
Tachyglossus_aculeatus	13881.SAMEA6809522	13881	Tachyglossus-aculeatus_SAMEA6809482.ebi_filtered_r1r2combined_sampleCombined	Tachyglossus-aculeatus_SAMEA6809482.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3349022	australian_echidna.2	Chordata	Mammalia	Tachyglossidae	Tachyglossus	Metazoa	Monotremata	Tachyglossus aculeatus	Australian echidna				Australia		feces
Haliaeetus_leucocephalus	11166.ATL.24483.eagle	11166	Haliaeetus-leucocephalus_S_S_Temp_D707-AK1543_filtered_r1r2combined	Haliaeetus-leucocephalus_S_S_Temp_D707-AK1543_filtered_r1r2combined.fastq.gz	20223650	bald_eagle.1	Chordata	Aves	Accipitridae	Haliaeetus	Metazoa	Falconiformes	Haliaeetus leucocephalus	Bald eagle	flighted					
Mungos_mungo	13114.song.51.s012	13114	Mungos-mungo_Song51_24742_host_filtered_r1r2combined	Mungos-mungo_Song51_24742_host_filtered_r1r2combined.fastq.gz	22718274	banded_mongoose.1	Chordata	Mammalia	Herpestidae	Mungos	Metazoa	Carnivora	Mungos mungo	Banded mongoose	flightless	"terrestrial, flightless"	carnivore			
Mungos_mungo	11166.NATL.24682.mongoose	11166	Mungos-mungo_S_S_Temp_D704-AK1780_filtered_r1r2combined	Mungos-mungo_S_S_Temp_D704-AK1780_filtered_r1r2combined.fastq.gz	8892976	banded_mongoose.2	Chordata	Mammalia	Herpestidae	Mungos	Metazoa	Carnivora	Mungos mungo	banded mongoose	flightless					
Myodes_glareolus	13114.mousseau.88.s021	13114	Myodes-glareolus_Mousseau88_FIN_100_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_100_host_filtered_r1r2combined.fastq.gz	8037102	bank_vole.1	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s022	13114	Myodes-glareolus_Mousseau88_FIN_105_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_105_host_filtered_r1r2combined.fastq.gz	113568	bank_vole.2	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s023	13114	Myodes-glareolus_Mousseau88_FIN_106_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_106_host_filtered_r1r2combined.fastq.gz	23002302	bank_vole.3	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s024	13114	Myodes-glareolus_Mousseau88_FIN_108_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_108_host_filtered_r1r2combined.fastq.gz	2510342	bank_vole.4	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s025	13114	Myodes-glareolus_Mousseau88_FIN_110_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_110_host_filtered_r1r2combined.fastq.gz	4004076	bank_vole.5	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s026	13114	Myodes-glareolus_Mousseau88_FIN_125_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_125_host_filtered_r1r2combined.fastq.gz	3379292	bank_vole.6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s027	13114	Myodes-glareolus_Mousseau88_FIN_132_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_132_host_filtered_r1r2combined.fastq.gz	2788764	bank_vole.7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s028	13114	Myodes-glareolus_Mousseau88_FIN_143_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_143_host_filtered_r1r2combined.fastq.gz	1718236	bank_vole.8	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s029	13114	Myodes-glareolus_Mousseau88_FIN_145_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_145_host_filtered_r1r2combined.fastq.gz	48058340	bank_vole.9	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s030	13114	Myodes-glareolus_Mousseau88_FIN_147_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_147_host_filtered_r1r2combined.fastq.gz	17317350	bank_vole.10	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s001	13114	Myodes-glareolus_Mousseau88_FIN_17_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_17_host_filtered_r1r2combined.fastq.gz	14228550	bank_vole.11	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s031	13114	Myodes-glareolus_Mousseau88_FIN_172_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_172_host_filtered_r1r2combined.fastq.gz	464350	bank_vole.12	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s002	13114	Myodes-glareolus_Mousseau88_FIN_18_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_18_host_filtered_r1r2combined.fastq.gz	3290154	bank_vole.13	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s032	13114	Myodes-glareolus_Mousseau88_FIN_209_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_209_host_filtered_r1r2combined.fastq.gz	16573558	bank_vole.14	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s003	13114	Myodes-glareolus_Mousseau88_FIN_22_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_22_host_filtered_r1r2combined.fastq.gz	8002734	bank_vole.15	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s033	13114	Myodes-glareolus_Mousseau88_FIN_221_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_221_host_filtered_r1r2combined.fastq.gz	110744	bank_vole.16	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s034	13114	Myodes-glareolus_Mousseau88_FIN_222_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_222_host_filtered_r1r2combined.fastq.gz	608040	bank_vole.17	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s035	13114	Myodes-glareolus_Mousseau88_FIN_223_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_223_host_filtered_r1r2combined.fastq.gz	7848606	bank_vole.18	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s004	13114	Myodes-glareolus_Mousseau88_FIN_24_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_24_host_filtered_r1r2combined.fastq.gz	124570	bank_vole.19	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s036	13114	Myodes-glareolus_Mousseau88_FIN_243_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_243_host_filtered_r1r2combined.fastq.gz	3486428	bank_vole.20	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s037	13114	Myodes-glareolus_Mousseau88_FIN_244_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_244_host_filtered_r1r2combined.fastq.gz	9976472	bank_vole.21	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s039	13114	Myodes-glareolus_Mousseau88_FIN_256_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_256_host_filtered_r1r2combined.fastq.gz	6050478	bank_vole.22	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s040	13114	Myodes-glareolus_Mousseau88_FIN_261_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_261_host_filtered_r1r2combined.fastq.gz	4692560	bank_vole.23	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s041	13114	Myodes-glareolus_Mousseau88_FIN_269_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_269_host_filtered_r1r2combined.fastq.gz	8773314	bank_vole.24	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s005	13114	Myodes-glareolus_Mousseau88_FIN_27_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_27_host_filtered_r1r2combined.fastq.gz	10565976	bank_vole.25	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s042	13114	Myodes-glareolus_Mousseau88_FIN_275_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_275_host_filtered_r1r2combined.fastq.gz	3920230	bank_vole.26	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s043	13114	Myodes-glareolus_Mousseau88_FIN_280_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_280_host_filtered_r1r2combined.fastq.gz	242918	bank_vole.27	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s044	13114	Myodes-glareolus_Mousseau88_FIN_282_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_282_host_filtered_r1r2combined.fastq.gz	1703048	bank_vole.28	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s006	13114	Myodes-glareolus_Mousseau88_FIN_29_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_29_host_filtered_r1r2combined.fastq.gz	6663378	bank_vole.29	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s045	13114	Myodes-glareolus_Mousseau88_FIN_293_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_293_host_filtered_r1r2combined.fastq.gz	14248216	bank_vole.30	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s046	13114	Myodes-glareolus_Mousseau88_FIN_296_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_296_host_filtered_r1r2combined.fastq.gz	9436992	bank_vole.31	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s047	13114	Myodes-glareolus_Mousseau88_FIN_298_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_298_host_filtered_r1r2combined.fastq.gz	9716214	bank_vole.32	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s007	13114	Myodes-glareolus_Mousseau88_FIN_30_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_30_host_filtered_r1r2combined.fastq.gz	3574860	bank_vole.33	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s008	13114	Myodes-glareolus_Mousseau88_FIN_31_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_31_host_filtered_r1r2combined.fastq.gz	11434820	bank_vole.34	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s048	13114	Myodes-glareolus_Mousseau88_FIN_312_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_312_host_filtered_r1r2combined.fastq.gz	329116	bank_vole.35	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s049	13114	Myodes-glareolus_Mousseau88_FIN_318_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_318_host_filtered_r1r2combined.fastq.gz	8314914	bank_vole.36	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s050	13114	Myodes-glareolus_Mousseau88_FIN_329_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_329_host_filtered_r1r2combined.fastq.gz	11708880	bank_vole.37	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s009	13114	Myodes-glareolus_Mousseau88_FIN_33_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_33_host_filtered_r1r2combined.fastq.gz	3550612	bank_vole.38	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s051	13114	Myodes-glareolus_Mousseau88_FIN_365_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_365_host_filtered_r1r2combined.fastq.gz	997856	bank_vole.39	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s052	13114	Myodes-glareolus_Mousseau88_FIN_366_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_366_host_filtered_r1r2combined.fastq.gz	11414900	bank_vole.40	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s053	13114	Myodes-glareolus_Mousseau88_FIN_367_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_367_host_filtered_r1r2combined.fastq.gz	7267684	bank_vole.41	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s054	13114	Myodes-glareolus_Mousseau88_FIN_368_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_368_host_filtered_r1r2combined.fastq.gz	3356442	bank_vole.42	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s055	13114	Myodes-glareolus_Mousseau88_FIN_370_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_370_host_filtered_r1r2combined.fastq.gz	8542444	bank_vole.43	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s056	13114	Myodes-glareolus_Mousseau88_FIN_372_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_372_host_filtered_r1r2combined.fastq.gz	9728730	bank_vole.44	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s057	13114	Myodes-glareolus_Mousseau88_FIN_373_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_373_host_filtered_r1r2combined.fastq.gz	12260724	bank_vole.45	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
