SampleID	SampleID2	sample_name2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	
Lagothrix_lagotricha	Lagothrix-lagotricha_LagEllis1_ATGTCA_L003_001_filtered_r1r2interleaved	11212.LagEllis1	11212	Lagothrix-lagotricha_LagEllis1_ATGTCA_L003_001_filtered_r1r2combined.fastq.gz	21553156	21026934	brown_woolly_monkey.2	Chordata	Mammalia	Atelidae	Lagothrix	Metazoa	Primates	Lagothrix_lagotricha	Ateles_geoffroyi	Lagothrix_lagotricha	brown_woolly_monkey	flightless	NA	NA	Ecuador	Rainforest	stool	omnivore	omnivore	wild	
Lagothrix_lagotricha	Lagothrix-lagotricha_LagEllis4_CCGTCC_L003_001_filtered_r1r2interleaved	11212.LagEllis4	11212	Lagothrix-lagotricha_LagEllis4_CCGTCC_L003_001_filtered_r1r2combined.fastq.gz	11115458	10871604	brown_woolly_monkey.3	Chordata	Mammalia	Atelidae	Lagothrix	Metazoa	Primates	Lagothrix_lagotricha	Ateles_geoffroyi	Lagothrix_lagotricha	brown_woolly_monkey	flightless	NA	NA	Ecuador	Rainforest	stool	omnivore	omnivore	wild	
Lagothrix_lagotricha	Lagothrix-lagotricha_LagEllis5_GTCCGC_L003_001_filtered_r1r2interleaved	11212.LagEllis5	11212	Lagothrix-lagotricha_LagEllis5_GTCCGC_L003_001_filtered_r1r2combined.fastq.gz	14468326	14114418	brown_woolly_monkey.4	Chordata	Mammalia	Atelidae	Lagothrix	Metazoa	Primates	Lagothrix_lagotricha	Ateles_geoffroyi	Lagothrix_lagotricha	brown_woolly_monkey	flightless	NA	NA	Ecuador	Rainforest	stool	omnivore	omnivore	wild	
Pan_troglodytes	Propithecus-verreauxi_Ptr1_GATCAG_L004_001_filtered_r1r2interleaved	11212.Ptr1	11212	Propithecus-verreauxi_Ptr1_GATCAG_L004_001_filtered_r1r2combined.fastq.gz	17333222	17333018	chimpanzee.1	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan_troglodytes	Pan_troglodytes	Pan_troglodytes	chimpanzee	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild	
Pan_troglodytes	Pan-troglodytes_Ptr10_TAGCTT_L004_001_filtered_r1r2interleaved	11212.Ptr10	11212	Pan-troglodytes_Ptr10_TAGCTT_L004_001_filtered_r1r2combined.fastq.gz	24746848	24575468	chimpanzee.2	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan_troglodytes	Pan_troglodytes	Pan_troglodytes	chimpanzee	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild	
Pan_troglodytes	Propithecus-verreauxi_Ptr11_GGCTAC_L004_001_filtered_r1r2interleaved	11212.Ptr11	11212	Propithecus-verreauxi_Ptr11_GGCTAC_L004_001_filtered_r1r2combined.fastq.gz	15444250	15425724	chimpanzee.3	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan_troglodytes	Pan_troglodytes	Pan_troglodytes	chimpanzee	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild	
Pan_troglodytes	Propithecus-verreauxi_Ptr13_CTTGTA_L004_001_filtered_r1r2interleaved	11212.Ptr13	11212	Propithecus-verreauxi_Ptr13_CTTGTA_L004_001_filtered_r1r2combined.fastq.gz	14306620	14306534	chimpanzee.4	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan_troglodytes	Pan_troglodytes	Pan_troglodytes	chimpanzee	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild	
Pan_troglodytes	Propithecus-verreauxi_PTr14_AGTCAA_L004_001_filtered_r1r2interleaved	11212.PTr14	11212	Propithecus-verreauxi_PTr14_AGTCAA_L004_001_filtered_r1r2combined.fastq.gz	14915236	14901858	chimpanzee.5	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan_troglodytes	Pan_troglodytes	Pan_troglodytes	chimpanzee	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild	
Theropithecus_gelada	Theropithecus-gelada_JB27_AGTTCC_L004_001_filtered_r1r2interleaved	11212.JB27	11212	Theropithecus-gelada_JB27_AGTTCC_L004_001_filtered_r1r2combined.fastq.gz	15160508	15156464	gelada.1	Chordata	Mammalia	Cercopithecidae	Theropithecus	Metazoa	Primates	Theropithecus_gelada	Theropithecus_gelada	Theropithecus_gelada	gelada	flightless	NA	Folivore	Ethiopia	na	stool	herbivore	herbivore	wild	
Theropithecus_gelada	Theropithecus-gelada_JB29_ATGTCA_L004_001_filtered_r1r2interleaved	11212.JB29	11212	Theropithecus-gelada_JB29_ATGTCA_L004_001_filtered_r1r2combined.fastq.gz	13610928	13574158	gelada.2	Chordata	Mammalia	Cercopithecidae	Theropithecus	Metazoa	Primates	Theropithecus_gelada	Theropithecus_gelada	Theropithecus_gelada	gelada	flightless	NA	Folivore	Ethiopia	na	stool	herbivore	herbivore	wild	
Theropithecus_gelada	Theropithecus-gelada_JB3_CCGTCC_L004_001_filtered_r1r2interleaved	11212.JB3	11212	Theropithecus-gelada_JB3_CCGTCC_L004_001_filtered_r1r2combined.fastq.gz	33395754	33390272	gelada.3	Chordata	Mammalia	Cercopithecidae	Theropithecus	Metazoa	Primates	Theropithecus_gelada	Theropithecus_gelada	Theropithecus_gelada	gelada	flightless	NA	Folivore	Ethiopia	na	stool	herbivore	herbivore	wild	
Theropithecus_gelada	Theropithecus-gelada_JB32_GTCCGC_L004_001_filtered_r1r2interleaved	11212.JB32	11212	Theropithecus-gelada_JB32_GTCCGC_L004_001_filtered_r1r2combined.fastq.gz	10134874	10128088	gelada.4	Chordata	Mammalia	Cercopithecidae	Theropithecus	Metazoa	Primates	Theropithecus_gelada	Theropithecus_gelada	Theropithecus_gelada	gelada	flightless	NA	Folivore	Ethiopia	na	stool	herbivore	herbivore	wild	
Theropithecus_gelada	Theropithecus-gelada_JB34_GTGAAA_L004_001_filtered_r1r2interleaved	11212.JB34	11212	Theropithecus-gelada_JB34_GTGAAA_L004_001_filtered_r1r2combined.fastq.gz	12637344	12634312	gelada.5	Chordata	Mammalia	Cercopithecidae	Theropithecus	Metazoa	Primates	Theropithecus_gelada	Theropithecus_gelada	Theropithecus_gelada	gelada	flightless	NA	Folivore	Ethiopia	na	stool	herbivore	herbivore	wild	
Papio_hamadryas	Papio-hamadryas_JB1_TGACCA_L004_001_filtered_r1r2interleaved	11212.JB1	11212	Papio-hamadryas_JB1_TGACCA_L004_001_filtered_r1r2combined.fastq.gz	13406472	13275408	hamadryas_baboon.1	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_hamadryas	Papio_anubis	Papio_hamadryas	hamadryas_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild	
Papio_hamadryas	Papio-anubis_JB13_ACAGTG_L004_001_filtered_r1r2interleaved	11212.JB13	11212	Papio-anubis_JB13_ACAGTG_L004_001_filtered_r1r2combined.fastq.gz	13141616	13075504	hamadryas_baboon.2	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_hamadryas	Papio_anubis	Papio_hamadryas	hamadryas_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild	
Papio_hamadryas	Papio-hamadryas_JB15_GCCAAT_L004_001_filtered_r1r2interleaved	11212.JB15	11212	Papio-hamadryas_JB15_GCCAAT_L004_001_filtered_r1r2combined.fastq.gz	11170964	11133768	hamadryas_baboon.3	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_hamadryas	Papio_anubis	Papio_hamadryas	hamadryas_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild	
Papio_hamadryas	Papio-hamadryas_JB17_CAGATC_L004_001_filtered_r1r2interleaved	11212.JB17	11212	Papio-hamadryas_JB17_CAGATC_L004_001_filtered_r1r2combined.fastq.gz	23717120	23578178	hamadryas_baboon.4	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_hamadryas	Papio_anubis	Papio_hamadryas	hamadryas_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild	
Papio_hamadryas	Papio-hamadryas_JB18_ACTTGA_L004_001_filtered_r1r2interleaved	11212.JB18	11212	Papio-hamadryas_JB18_ACTTGA_L004_001_filtered_r1r2combined.fastq.gz	14632444	14575206	hamadryas_baboon.5	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_hamadryas	Papio_anubis	Papio_hamadryas	hamadryas_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild	
Alouatta_pigra	Alouatta-pigra_APF103_CTTGTA_L001_001_filtered_r1r2interleaved	11212.APF103	11212	Alouatta-pigra_APF103_CTTGTA_L001_001_filtered_r1r2combined.fastq.gz	17258770	17258364	howler_monkey.1	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_pigra	Alouatta_palliata	Alouatta_pigra	howler_monkey	flightless	NA	Folivore	Mexico	Rainforest	stool	folivore	herbivore	wild	
Alouatta_pigra	Ateles-hybridus_APF104_AGTCAA_L001_001_filtered_r1r2interleaved	11212.APF104	11212	Ateles-hybridus_APF104_AGTCAA_L001_001_filtered_r1r2combined.fastq.gz	20127978	19916894	howler_monkey.2	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_pigra	Alouatta_palliata	Alouatta_pigra	howler_monkey	flightless	NA	Folivore	Mexico	Rainforest	stool	folivore	herbivore	wild	
Alouatta_pigra	Ateles-hybridus_APF105_AGTTCC_L001_001_filtered_r1r2interleaved	11212.APF105	11212	Ateles-hybridus_APF105_AGTTCC_L001_001_filtered_r1r2combined.fastq.gz	14266096	13335550	howler_monkey.3	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_pigra	Alouatta_palliata	Alouatta_pigra	howler_monkey	flightless	NA	Folivore	Mexico	Rainforest	stool	folivore	herbivore	wild	
Alouatta_pigra	Ateles-hybridus_APF106_ATGTCA_L001_001_filtered_r1r2interleaved	11212.APF106	11212	Ateles-hybridus_APF106_ATGTCA_L001_001_filtered_r1r2combined.fastq.gz	16793552	16513902	howler_monkey.4	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_pigra	Alouatta_palliata	Alouatta_pigra	howler_monkey	flightless	NA	Folivore	Mexico	Rainforest	stool	folivore	herbivore	wild	
Alouatta_pigra	Ateles-hybridus_APF36_CCGTCC_L001_001_filtered_r1r2interleaved	11212.APF36	11212	Ateles-hybridus_APF36_CCGTCC_L001_001_filtered_r1r2combined.fastq.gz	12744986	11402142	howler_monkey.5	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_pigra	Alouatta_palliata	Alouatta_pigra	howler_monkey	flightless	NA	Folivore	Mexico	Rainforest	stool	folivore	herbivore	wild	
Alouatta_pigra	Ateles-hybridus_APF37_GTCCGC_L001_001_filtered_r1r2interleaved	11212.APF37	11212	Ateles-hybridus_APF37_GTCCGC_L001_001_filtered_r1r2combined.fastq.gz	16451456	16189010	howler_monkey.6	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_pigra	Alouatta_palliata	Alouatta_pigra	howler_monkey	flightless	NA	Folivore	Mexico	Rainforest	stool	folivore	herbivore	wild	
Alouatta_pigra	Alouatta-palliata_APF38_GTGAAA_L001_001_filtered_r1r2interleaved	11212.APF38	11212	Alouatta-palliata_APF38_GTGAAA_L001_001_filtered_r1r2combined.fastq.gz	18136714	18136664	howler_monkey.7	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_pigra	Alouatta_palliata	Alouatta_pigra	howler_monkey	flightless	NA	Folivore	Mexico	Rainforest	stool	folivore	herbivore	wild	
Alouatta_pigra	Alouatta-palliata_APF39_GTGGCC_L001_001_filtered_r1r2interleaved	11212.APF39	11212	Alouatta-palliata_APF39_GTGGCC_L001_001_filtered_r1r2combined.fastq.gz	16619112	16618900	howler_monkey.8	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_pigra	Alouatta_palliata	Alouatta_pigra	howler_monkey	flightless	NA	Folivore	Mexico	Rainforest	stool	folivore	herbivore	wild	
Alouatta_seniculus	Alouatta-seniculus_Asen1111_GAGTGG_L001_001_filtered_r1r2interleaved	11212.Asen1111	11212	Alouatta-seniculus_Asen1111_GAGTGG_L001_001_filtered_r1r2combined.fastq.gz	11702574	11701728	howler_monkey.9	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_seniculus	Alouatta_palliata	Alouatta_seniculus	howler_monkey	flightless	NA	Folivore	Colombia	Rainforest	stool	folivore	herbivore	wild	
Alouatta_seniculus	Alouatta-seniculus_Asen685_GTTTCG_L001_001_filtered_r1r2interleaved	11212.Asen685	11212	Alouatta-seniculus_Asen685_GTTTCG_L001_001_filtered_r1r2combined.fastq.gz	12522086	12521982	howler_monkey.10	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_seniculus	Alouatta_palliata	Alouatta_seniculus	howler_monkey	flightless	NA	Folivore	Colombia	Rainforest	stool	folivore	herbivore	wild	
Alouatta_seniculus	Alouatta-seniculus_AsenLink1_ACTGAT_L001_001_filtered_r1r2interleaved	11212.AsenLink1	11212	Alouatta-seniculus_AsenLink1_ACTGAT_L001_001_filtered_r1r2combined.fastq.gz	19522452	19522240	howler_monkey.11	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_seniculus	Alouatta_palliata	Alouatta_seniculus	howler_monkey	flightless	NA	Folivore	Ecuador	Rainforest	stool	folivore	herbivore	wild	
Alouatta_seniculus	Alouatta-seniculus_AsenLink2_ATTCCT_L001_001_filtered_r1r2interleaved	11212.AsenLink2	11212	Alouatta-seniculus_AsenLink2_ATTCCT_L001_001_filtered_r1r2combined.fastq.gz	16928880	16928810	howler_monkey.12	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_seniculus	Alouatta_palliata	Alouatta_seniculus	howler_monkey	flightless	NA	Folivore	Ecuador	Rainforest	stool	folivore	herbivore	wild	
Alouatta_seniculus	Alouatta-seniculus_AsenLink3_ATCACG_L002_001_filtered_r1r2interleaved	11212.AsenLink3	11212	Alouatta-seniculus_AsenLink3_ATCACG_L002_001_filtered_r1r2combined.fastq.gz	11086732	11086682	howler_monkey.13	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_seniculus	Alouatta_palliata	Alouatta_seniculus	howler_monkey	flightless	NA	Folivore	Ecuador	Rainforest	stool	folivore	herbivore	wild	
Alouatta_seniculus	Alouatta-seniculus_AsenLink4_CGTACG_L001_001_filtered_r1r2interleaved	11212.AsenLink4	11212	Alouatta-seniculus_AsenLink4_CGTACG_L001_001_filtered_r1r2combined.fastq.gz	13859418	13859366	howler_monkey.14	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_seniculus	Alouatta_palliata	Alouatta_seniculus	howler_monkey	flightless	NA	Folivore	Ecuador	Rainforest	stool	folivore	herbivore	wild	
Colobus_guereza	Colobus-guereza_BWC2023_GTCCGC_L002_001_filtered_r1r2interleaved	11212.BWC2023	11212	Colobus-guereza_BWC2023_GTCCGC_L002_001_filtered_r1r2combined.fastq.gz	9338874	9320086	mantled_guereza.1	Chordata	Mammalia	Cercopithecidae	Colobus	Metazoa	Primates	Colobus_guereza	Colobus_angolensis	Colobus_guereza	mantled_guereza	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	
Colobus_guereza	Colobus-guereza_BWC2026_GTGAAA_L002_001_filtered_r1r2interleaved	11212.BWC2026	11212	Colobus-guereza_BWC2026_GTGAAA_L002_001_filtered_r1r2combined.fastq.gz	11938250	11937354	mantled_guereza.2	Chordata	Mammalia	Cercopithecidae	Colobus	Metazoa	Primates	Colobus_guereza	Colobus_angolensis	Colobus_guereza	mantled_guereza	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	
Colobus_guereza	Colobus-guereza_BWC2061_GTGGCC_L002_001_filtered_r1r2interleaved	11212.BWC2061	11212	Colobus-guereza_BWC2061_GTGGCC_L002_001_filtered_r1r2combined.fastq.gz	10949676	10916520	mantled_guereza.3	Chordata	Mammalia	Cercopithecidae	Colobus	Metazoa	Primates	Colobus_guereza	Colobus_angolensis	Colobus_guereza	mantled_guereza	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	
Colobus_guereza	Colobus-guereza_BWC2063_GTTTCG_L002_001_filtered_r1r2interleaved	11212.BWC2063	11212	Colobus-guereza_BWC2063_GTTTCG_L002_001_filtered_r1r2combined.fastq.gz	22817994	22813624	mantled_guereza.4	Chordata	Mammalia	Cercopithecidae	Colobus	Metazoa	Primates	Colobus_guereza	Colobus_angolensis	Colobus_guereza	mantled_guereza	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	
Colobus_guereza	Colobus-guereza_BWC2115_CGTACG_L002_001_filtered_r1r2interleaved	11212.BWC2115	11212	Colobus-guereza_BWC2115_CGTACG_L002_001_filtered_r1r2combined.fastq.gz	13856098	13855610	mantled_guereza.5	Chordata	Mammalia	Cercopithecidae	Colobus	Metazoa	Primates	Colobus_guereza	Colobus_angolensis	Colobus_guereza	mantled_guereza	flightless	NA	Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	
Alouatta_palliata	Alouatta-pigra_APAL36_GCCAAT_L001_001_filtered_r1r2interleaved	11212.APAL36	11212	Alouatta-pigra_APAL36_GCCAAT_L001_001_filtered_r1r2combined.fastq.gz	9823250	9823198	mantled_howler_monkeys.1	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild	
Alouatta_palliata	Alouatta-pigra_APAL37_CAGATC_L001_001_filtered_r1r2interleaved	11212.APAL37	11212	Alouatta-pigra_APAL37_CAGATC_L001_001_filtered_r1r2combined.fastq.gz	14668396	14667760	mantled_howler_monkeys.2	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild	
Alouatta_palliata	Alouatta-pigra_APAL38_ACTTGA_L001_001_filtered_r1r2interleaved	11212.APAL38	11212	Alouatta-pigra_APAL38_ACTTGA_L001_001_filtered_r1r2combined.fastq.gz	13562028	13561634	mantled_howler_monkeys.3	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild	
Alouatta_palliata	Alouatta-pigra_APAL39_GATCAG_L001_001_filtered_r1r2interleaved	11212.APAL39	11212	Alouatta-pigra_APAL39_GATCAG_L001_001_filtered_r1r2combined.fastq.gz	15606082	15605976	mantled_howler_monkeys.4	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild	
Alouatta_palliata	Alouatta-pigra_Apalw13_TAGCTT_L001_001_filtered_r1r2interleaved	11212.Apalw13	11212	Alouatta-pigra_Apalw13_TAGCTT_L001_001_filtered_r1r2combined.fastq.gz	14164068	14163780	mantled_howler_monkeys.5	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild	
Alouatta_palliata	Alouatta-pigra_Apalw14_GGCTAC_L001_001_filtered_r1r2interleaved	11212.Apalw14	11212	Alouatta-pigra_Apalw14_GGCTAC_L001_001_filtered_r1r2combined.fastq.gz	13150498	13150064	mantled_howler_monkeys.6	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_palliata	Alouatta_palliata	Alouatta_palliata	mantled_howler_monkeys	flightless	NA	Folivore	Nicaragua	DryForest	stool	folivore	herbivore	wild	
Papio_anubis	Papio-hamadryas_JB10_GTGAAA_L003_001_filtered_r1r2interleaved	11212.JB10	11212	Papio-hamadryas_JB10_GTGAAA_L003_001_filtered_r1r2combined.fastq.gz	9679658	9675648	olive_baboon.1	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild	
Papio_anubis	Papio-anubis_JB12_GTGGCC_L003_001_filtered_r1r2interleaved	11212.JB12	11212	Papio-anubis_JB12_GTGGCC_L003_001_filtered_r1r2combined.fastq.gz	10659368	10556982	olive_baboon.2	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild	
Papio_anubis	Papio-anubis_JB24_GTTTCG_L003_001_filtered_r1r2interleaved	11212.JB24	11212	Papio-anubis_JB24_GTTTCG_L003_001_filtered_r1r2combined.fastq.gz	10184802	10162760	olive_baboon.3	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild	
Papio_anubis	Papio-anubis_JB25_CGTACG_L003_001_filtered_r1r2interleaved	11212.JB25	11212	Papio-anubis_JB25_CGTACG_L003_001_filtered_r1r2combined.fastq.gz	9918624	9912968	olive_baboon.4	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild	
Papio_anubis	Papio-anubis_JB28_GAGTGG_L003_001_filtered_r1r2interleaved	11212.JB28	11212	Papio-anubis_JB28_GAGTGG_L003_001_filtered_r1r2combined.fastq.gz	9989278	9967486	olive_baboon.5	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless	NA	NA	Ethiopia	na	stool	omnivore	omnivore	wild	
Eulemur_rubriventer	Eulemur-rubriventer_ERUB_102M_ATTCCT_L002_001_filtered_r1r2interleaved	11212.ERUB.102M	11212	Eulemur-rubriventer_ERUB_102M_ATTCCT_L002_001_filtered_r1r2combined.fastq.gz	9361844	9230610	red-bellied_lemur.1	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless	NA	NA	Madagascar	Rainforest	stool	frugivore	herbivore	wild	
Eulemur_rubriventer	Eulemur-rubriventer_ERUB_105M_CGATGT_L003_001_filtered_r1r2interleaved	11212.ERUB.105M	11212	Eulemur-rubriventer_ERUB_105M_CGATGT_L003_001_filtered_r1r2combined.fastq.gz	7829228	7407364	red-bellied_lemur.2	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless	NA	NA	Madagascar	Rainforest	stool	frugivore	herbivore	wild	
Eulemur_rubriventer	Eulemur-rubriventer_ERUB_10M_ATCACG_L003_001_filtered_r1r2interleaved	11212.ERUB.10M	11212	Eulemur-rubriventer_ERUB_10M_ATCACG_L003_001_filtered_r1r2combined.fastq.gz	8100302	8068376	red-bellied_lemur.3	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless	NA	NA	Madagascar	Rainforest	stool	frugivore	herbivore	wild	
Eulemur_rubriventer	Eulemur-rubriventer_ERUB_12M_ACTGAT_L002_001_filtered_r1r2interleaved	11212.ERUB.12M	11212	Eulemur-rubriventer_ERUB_12M_ACTGAT_L002_001_filtered_r1r2combined.fastq.gz	9049480	9002740	red-bellied_lemur.4	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless	NA	NA	Madagascar	Rainforest	stool	frugivore	herbivore	wild	
Eulemur_rubriventer	Eulemur-rubriventer_ERUB_20M_GAGTGG_L002_001_filtered_r1r2interleaved	11212.ERUB.20M	11212	Eulemur-rubriventer_ERUB_20M_GAGTGG_L002_001_filtered_r1r2combined.fastq.gz	9493444	9452620	red-bellied_lemur.5	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless	NA	NA	Madagascar	Rainforest	stool	frugivore	herbivore	wild	
Lemur_catta	Lemur-catta_Lc259_ACTTGA_L003_001_filtered_r1r2interleaved	11212.Lc259	11212	Lemur-catta_Lc259_ACTTGA_L003_001_filtered_r1r2combined.fastq.gz	16381340	16380374	ring-tailed_lemur.1	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless	NA	NA	Madagascar	DryForest	stool	omnivore	omnivore	wild	
Lemur_catta	Lemur-catta_Lc301_GATCAG_L003_001_filtered_r1r2interleaved	11212.Lc301	11212	Lemur-catta_Lc301_GATCAG_L003_001_filtered_r1r2combined.fastq.gz	32132048	32128274	ring-tailed_lemur.2	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless	NA	NA	Madagascar	DryForest	stool	omnivore	omnivore	wild	
Lemur_catta	Lemur-catta_Lc307_TAGCTT_L003_001_filtered_r1r2interleaved	11212.Lc307	11212	Lemur-catta_Lc307_TAGCTT_L003_001_filtered_r1r2combined.fastq.gz	9178682	9150676	ring-tailed_lemur.3	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless	NA	NA	Madagascar	DryForest	stool	omnivore	omnivore	wild	
Lemur_catta	Lemur-catta_Lc308_GGCTAC_L003_001_filtered_r1r2interleaved	11212.Lc308	11212	Lemur-catta_Lc308_GGCTAC_L003_001_filtered_r1r2combined.fastq.gz	13573532	13550662	ring-tailed_lemur.4	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless	NA	NA	Madagascar	DryForest	stool	omnivore	omnivore	wild	
Lemur_catta	Lemur-catta_Lc310_CTTGTA_L003_001_filtered_r1r2interleaved	11212.Lc310	11212	Lemur-catta_Lc310_CTTGTA_L003_001_filtered_r1r2combined.fastq.gz	11384086	11349578	ring-tailed_lemur.5	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless	NA	NA	Madagascar	DryForest	stool	omnivore	omnivore	wild	
