SampleID	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	species_id	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Loxodonta-africana_SAMEA6809570.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta africana	african_savanna_elephant.2	Loxodonta africana	Loxodonta_africana	African savanna elephant				South Africa		feces	herbivore	herbivore		
Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2combined_sampleCombined	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana dalmatina	agile_frog.1	Rana temporaria	Rana_dalmatina	agile frog				Austria		feces	insectivore	carnivore		
Rana-dalmatina_SAMEA6809542.ebi_filtered_r1r2combined_sampleCombined	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana dalmatina	agile_frog.2	Rana temporaria	Rana_dalmatina	agile frog				Austria		feces	insectivore	carnivore		
Capra-ibex_SAMEA6809380.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra ibex	alpine_ibex.1	Capra ibex	Capra_ibex	Alpine ibex				Austria		feces	herbivore	herbivore		
Capra-ibex_SAMEA6809381.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra ibex	alpine_ibex.2	Capra ibex	Capra_ibex	Alpine ibex				Austria		feces	herbivore	herbivore		
Capra-ibex_SAMEA6809436.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra ibex	alpine_ibex.3	Capra ibex	Capra_ibex	Alpine ibex				Austria		feces	herbivore	herbivore		
Sorex-alpinus_SAMEA6809372.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Soricidae	Sorex	Metazoa	Eulipotyphla	Sorex alpinus	alpine_salamander.1	"	Sorex araneus"	Sorex_alpinus	alpine shrew				Austria		gut	insectivore	carnivore		
Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2combined_sampleCombined	Chordata	Amphibia	Salamandridae	Salamandra	Metazoa	Caudata	Salamandra atra	alpine_shrew.1	Ambystoma mexicanum	Salamandra_atra	Alpine_Salamander				Austria		feces	insectivore	insectivore		
Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Camelidae	Camelus	Metazoa	Artiodactyla	Camelus dromedarius	arabian_camel.1	Camelus dromedarius	Camelus_dromedarius	Arabian camel				Austria		feces	herbivore	herbivore		
Canis-lupus_SAMEA6809554.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus arctos	arctic_wolf.1	Canis lupus	Canis_lupus	Arctic_Wolf				Austria		feces	carnivore	carnivore		
Canis-lupus_SAMEA6809618.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus arctos	arctic_wolf.2	Canis lupus	Canis_lupus	Arctic_Wolf				Austria		feces	carnivore	carnivore		
Aspius-aspius_SAMEA6809497.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Aspius aspius	asp.1	Leuciscus waleckii		Asp				Austria		feces	carnivore	carnivore		
Aspius-aspius_SAMEA6809639.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Aspius aspius	asp.2	Leuciscus waleckii		Asp				Austria		feces	carnivore	carnivore		
Tachyglossus-aculeatus_SAMEA6809481.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Tachyglossidae	Tachyglossus	Metazoa	Monotremata	Tachyglossus aculeatus	australian_echidna.1	Tachyglossus aculeatus	Tachyglossus_aculeatus	Australian echidna				Australia		feces	insectivore	carnivore		
Tachyglossus-aculeatus_SAMEA6809482.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Tachyglossidae	Tachyglossus	Metazoa	Monotremata	Tachyglossus aculeatus	australian_echidna.2	Tachyglossus aculeatus	Tachyglossus_aculeatus	Australian echidna				Australia		feces	insectivore	carnivore		
Myodes-glareolus_SAMEA6809394.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.111	Myodes glareolus	Myodes_glareolus	Bank vole				Austria		gut	herbivore	herbivore		
Branta-leucopsis_SAMEA6809473.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Branta	Metazoa	Anseriformes	Branta leucopsis	barnacle_goose.1	Branta canadensis	Branta_leucopsis	barnacle goose				Germany		feces	herbivore	herbivore		
Branta-leucopsis_SAMEA6809474.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Branta	Metazoa	Anseriformes	Branta leucopsis	barnacle_goose.2	Branta canadensis	Branta_leucopsis	barnacle goose				Germany		feces	herbivore	herbivore		
Martes-foina_SAMEA6809442.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes foina	beach_marten.1	Martes zibellina	Martes_foina	beach marten				Austria		gut	carnivore	carnivore		
Martes-foina_SAMEA6809494.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes foina	beach_marten.2	Martes zibellina	Martes_foina	beach marten				Austria		feces	carnivore	carnivore		
Lyrurus-tetrix_SAMEA6809472.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Phasianidae	Lyrurus	Metazoa	Galliformes	Lyrurus tetrix	black_howler_monkey.5	Lyrurus tetrix tetrix	Lyrurus_tetrix	Black_Grouse				Austria		feces	herbivore	herbivore		
Cricetus-cricetus_SAMEA6809455.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cricetidae	Cricetus	Metazoa	Rodentia	Cricetus cricetus	black-bellied_hamster.1	Cricetulus griseus	Cricetus_cricetus	black-bellied hamster				Austria		gut	omnivore	omnivore		
Cricetus-cricetus_SAMEA6809607.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cricetidae	Cricetus	Metazoa	Rodentia	Cricetus cricetus	black-bellied_hamster.2	Cricetulus griseus	Cricetus_cricetus	black-bellied hamster				Austria		feces	omnivore	omnivore		
Turdus-merula_SAMEA6809405.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Turdidae	Turdus	Metazoa	Passeriformes	Turdus merula	blackbird.1	"
Turdus rufiventris"	Turdus_merula	blackbird				Hungary		feces	omnivore	omnivore		
Sylvia-atricapilla_SAMEA6809358.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Sylviidae	Sylvia	Metazoa	Passeriformes	Sylvia atricapilla	blackcap.1	Sylvia atricapilla	Sylvia_atricapilla	blackcap				Austria		feces	omnivore	omnivore		
Alburnus-alburnus_SAMEA6809501.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Alburnus	Metazoa	Cypriniformes	Alburnus alburnus	bleak.1	Culter alburnus (topmouth culter)	Alburnus_alburnus	bleak				Austria		feces	carnivore	carnivore		
Connochaetes-taurinus_SAMEA6809565.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes taurinus	brindled_gnu.1	Connochaetes taurinus	Connochaetes_taurinus	brindled gnu				South Africa		feces	herbivore	herbivore		
Connochaetes-taurinus_SAMEA6809566.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes taurinus	brindled_gnu.2	Connochaetes taurinus	Connochaetes_taurinus	brindled gnu				South Africa		feces	herbivore	herbivore		
Connochaetes-taurinus_SAMEA6809595.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes taurinus	brindled_gnu.3	Connochaetes taurinus	Connochaetes_taurinus	brindled gnu				Austria		feces	herbivore	herbivore		
Salvelinus-fontinalis_SAMEA6809414.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Salmonidae	Salvelinus	Metazoa	Salmoniformes	Salvelinus fontinalis	brook_trout.1	Salvelinus namaycush	Salvelinus_fontinalis	brook trout				Austria		feces	carnivore	carnivore		
Ursus-arctos_SAMEA6809439.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Ursidae	Ursus	Metazoa	Carnivora	Ursus arctos	brown_bear.1	Ursus arctos	Ursus_arctos	brown bear				Austria		feces	carnivore	carnivore		
Ursus-arctos_SAMEA6809521.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Ursidae	Ursus	Metazoa	Carnivora	Ursus arctos	brown_bear.2	Ursus arctos	Ursus_arctos	brown bear				Austria		feces	carnivore	carnivore		
Salmo-trutta_SAMEA6809440.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Salmonidae	Salmo	Metazoa	Salmoniformes	Salmo trutta fario	brown_woolly_monkey.5	Salmo trutta fario	Salmo_trutta	Brown_Trout				Austria		gut	carnivore	carnivore		
Bradypus-variegatus_SAMEA6809531.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bradypodidae	Bradypus	Metazoa	Pilosa	Bradypus variegatus	brown-throated_sloth.1	Bradypus variegatus	Bradypus_variegatus	Brown-throated sloth				Nicaragua		feces	herbivore	herbivore		
Corvus-corone_SAMEA6809438.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Corvidae	Corvus	Metazoa	Passeriformes	Corvus corone	carrion_crow.1	Corvus brachyrhynchos	Corvus_corone	carrion crow				Austria		gut	scavenger	carnivore		
Bos-taurus_SAMEA6809392.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos taurus	cattle.2	Bos taurus	Bos_taurus	cattle				Austria		feces	herbivore	herbivore		
Bos-taurus_SAMEA6809583.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos taurus	cattle.3	Bos taurus	Bos_taurus	cattle				Tanzania		feces	herbivore	herbivore		
Pogona-vitticeps_SAMEA6809486.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Agamidae	Pogona	Metazoa	Squamata	Pogona vitticeps	central_bearded_dragon.1	Pogona vitticeps	Pogona_vitticeps	central bearded dragon				Australia		feces	insectivore	carnivore		
Papio-ursinus_SAMEA6809567.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio ursinus	chacma_baboon.1	Papio anubis	Papio_ursinus	Chacma baboon				South Africa		feces	"omnivore, scavenger"	omnivore		
Rupicapra-rupicapra_SAMEA6809564.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Rupicapra	Metazoa	Artiodactyla	Rupicapra rupicapra	chamois.1	Ammotragus lervia	Rupicapra_rupicapra	chamois				Austria		feces	herbivore	herbivore		
Acanthiza-uropygialis_SAMEA6809490.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Acanthizidae	Acanthiza	Metazoa	Passeriformes	Acanthiza uropygialis	chestnut-rumped_thornbill.1	Origma solitaria	Acanthiza_uropygialis	chestnut-rumped thornbill				Australia		feces	insectivore	carnivore		
Gallus-gallus_SAMEA6809496.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus gallus	chicken.3	Gallus gallus	Gallus_gallus	chicken				Austria		feces	insectivore	carnivore		
Gazella-bennettii_SAMEA6809614.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Gazella	Metazoa	Artiodactyla	Gazella bennettii	chinkara.1	Nanger granti	Gazella_bennettii	chinkara				Iran		feces	herbivore	herbivore		
Abramis-brama_SAMEA6809635.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Abramis	Metazoa	Cypriniformes	Abramis brama	common_bream.1	"	Pimephales promelas"	Abramis_brama	common bream				Austria		feces	filter_feeder	carnivore		
Trichosurus-vulpecula_SAMEA6809483.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Phalangeridae	Trichosurus	Metazoa	Diprotodontia	Trichosurus vulpecula	common_brushtail.1	Trichosurus vulpecula	Trichosurus_vulpecula	common brushtail				Australia		feces	folivore	herbivore		
Trichosurus-vulpecula_SAMEA6809484.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Phalangeridae	Trichosurus	Metazoa	Diprotodontia	Trichosurus vulpecula	common_brushtail.2	Trichosurus vulpecula	Trichosurus_vulpecula	common brushtail				Australia		feces	folivore	herbivore		
Cyprinus-carpio_SAMEA6809376.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Cyprinidae	Cyprinus	Metazoa	Cypriniformes	Cyprinus carpio	common_carp.1	Cyprinus carpio	Cyprinus_carpio	common carp				Austria		feces	omnivore	omnivore		
Cyprinus-carpio_SAMEA6809409.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Cyprinidae	Cyprinus	Metazoa	Cypriniformes	Cyprinus carpio	common_carp.2	Cyprinus carpio	Cyprinus_carpio	common carp				Austria		gut	omnivore	omnivore		
Rana-temporaria_SAMEA6809418.ebi_filtered_r1r2combined_sampleCombined	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana temporaria	common_frog.1	Rana temporaria	Rana_temporaria	common frog				Austria		feces	carnivore	carnivore		
Rana-temporaria_SAMEA6809419.ebi_filtered_r1r2combined_sampleCombined	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana temporaria	common_frog.2	Rana temporaria	Rana_temporaria	common frog				Austria		feces	carnivore	carnivore		
Hemidactylus-frenatus_SAMEA6809416.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Gekkonidae	Hemidactylus	Metazoa	Squamata	Hemidactylus frenatus	common_house_gecko.1	Gekko japonicus	Hemidactylus_frenatus	common house gecko				Viet Nam		feces	insectivore	carnivore		
Hemidactylus-frenatus_SAMEA6809417.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Gekkonidae	Hemidactylus	Metazoa	Squamata	Hemidactylus frenatus	common_house_gecko.2	Gekko japonicus	Hemidactylus_frenatus	common house gecko				Viet Nam		feces	insectivore	carnivore		
Falco-tinnunculus_SAMEA6809367.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Falconidae	Falco	Metazoa	Falconiformes	Falco tinnunculus	common_kestrel.1	Falco tinnunculus	Falco_tinnunculus	common kestrel				Hungary		gut	carnivore	carnivore		
Falco-tinnunculus_SAMEA6809368.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Falconidae	Falco	Metazoa	Falconiformes	Falco tinnunculus	common_kestrel.2	Falco tinnunculus	Falco_tinnunculus	common kestrel				Hungary		gut	carnivore	carnivore		
Pica-pica_SAMEA6809465.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Corvidae	Pica	Metazoa	Passeriformes	Pica pica	common_magpie.1	Corvus brachyrhynchos	Pica_pica	Common magpie				Hungary		feces	omnivore	omnivore		
Pipistrellus-pipistrellus_SAMEA6809463.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Vespertilionidae	Pipistrellus	Metazoa	Chiroptera	Pipistrellus pipistrellus	common_nase.1	Pipistrellus pipistrellus	Pipistrellus_pipistrellus	common pipistrelle				Hungary		gut	insectivore	carnivore		
Anas-crecca_SAMEA6809359.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Anas	Metazoa	Anseriformes	Anas crecca	common_pipistrelle.1	Anas platyrhynchos	Anas_crecca	Common teal				Austria		feces	granivore	herbivore		
Bufo-bufo_SAMEA6809636.ebi_filtered_r1r2combined_sampleCombined	Chordata	Amphibia	Bufonidae	Bufo	Metazoa	Anura	Bufo bufo	common_quail.1	Bufo bufo	Bufo_bufo	common toad				Austria		feces	insectivore	carnivore		
Bufo-bufo_SAMEA6809637.ebi_filtered_r1r2combined_sampleCombined	Chordata	Amphibia	Bufonidae	Bufo	Metazoa	Anura	Bufo bufo	common_rudd.1	Bufo bufo	Bufo_bufo	common toad				Austria		feces	insectivore	carnivore		
Chondrostoma-nasus_SAMEA6809410.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Chondrostoma	Metazoa	Cypriniformes	Chondrostoma nasus	common_vampire_bat.5	Squalius pyrenaicus	Chondrostoma_nasus	Common_Nase				Austria		gut	omnivore	omnivore		
Chondrostoma-nasus_SAMEA6809457.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Chondrostoma	Metazoa	Cypriniformes	Chondrostoma nasus	common_vampire_bat.6	Squalius pyrenaicus	Chondrostoma_nasus	Common_Nase				Austria		feces	omnivore	omnivore		
Scardinius-erythrophthalmus_SAMEA6809603.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Scardinius	Metazoa	Cypriniformes	Scardinius erythrophthalmus	common_vampire_bat.7	Leuciscus waleckii	Scardinius_erythrophthalmus	Common_Rudd				Austria		feces	omnivore	omnivore		
Scardinius-erythrophthalmus_SAMEA6809620.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Scardinius	Metazoa	Cypriniformes	Scardinius erythrophthalmus	common_vampire_bat.8	Leuciscus waleckii	Scardinius_erythrophthalmus	Common_Rudd				Austria		feces	omnivore	omnivore		
Testudo-hermanni_SAMEA6809451.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Testudinidae	Testudo	Metazoa	Testudines	Testudo hermanni boettgeri	dalmatian_tortoise.1	Gopherus evgoodei	Testudo_hermanni	Dalmatian_Tortoise				Croatia		feces	herbivore	herbivore		
Trachypithecus-delacouri_SAMEA6809447.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cercopithecidae	Trachypithecus	Metazoa	Primates	Trachypithecus delacouri	delacour's_langur.1	"
Trachypithecus francoisi"	Trachypithecus_delacouri	Delacour's langur				Viet Nam		feces	folivore	herbivore		
Heteromys-desmarestianus_SAMEA6809535.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Heteromyidae	Heteromys	Metazoa	Rodentia	Heteromys desmarestianus	desmarest's_spiny_pocket_mouse.1	Perognathus longimembris	Heteromys_desmarestianus	Desmarest's spiny pocket mouse				Costa Rica		gut	granivore	herbivore		
Canis-lupus_SAMEA6809622.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus familiaris	dog.1	Canis lupus familiaris	Canis_lupus	dog				Austria		feces	carnivore	carnivore		
Canis-lupus_SAMEA6809644.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus familiaris	dog.2	Canis lupus familiaris	Canis_lupus	dog				Austria		feces	carnivore	carnivore		
Felis-catus_SAMEA6809421.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Felidae	Felis	Metazoa	Carnivora	Felis catus	domestic_cat.1	Felis catus	Felis_catus	domestic cat				Austria		feces	carnivore	carnivore		
Felis-catus_SAMEA6809422.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Felidae	Felis	Metazoa	Carnivora	Felis catus	domestic_cat.2	Felis catus	Felis_catus	domestic cat				Austria		feces	carnivore	carnivore		
Anser-anser_SAMEA6809401.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	domestic_goose.1	Anser cygnoides	Anser_anser	Domestic goose				Austria		feces	granivore	herbivore		
Anser-anser_SAMEA6809431.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	domestic_goose.2	Anser cygnoides	Anser_anser	Domestic goose				Austria		feces	granivore	herbivore		
Anser-anser_SAMEA6809432.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	domestic_goose.3	Anser cygnoides	Anser_anser	Domestic goose				Austria		feces	granivore	herbivore		
Anser-anser_SAMEA6809433.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	domestic_goose.4	Anser cygnoides	Anser_anser	Domestic goose				Austria		feces	granivore	herbivore		
Anser-anser_SAMEA6809434.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	domestic_goose.5	Anser cygnoides	Anser_anser	Domestic goose				Austria		feces	granivore	herbivore		
Anser-anser_SAMEA6809502.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser anser	domestic_goose.6	Anser cygnoides	Anser_anser	Domestic goose				Germany		feces	granivore	herbivore		
Sus-scrofa_SAMEA6809552.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus scrofa domesticus	domestic_pig.1	Sus scrofa domesticus	Sus_scrofa	domestic pig				Austria		feces	omnivore	omnivore		
Sus-scrofa_SAMEA6809629.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus scrofa domesticus	domestic_pig.2	Sus scrofa domesticus	Sus_scrofa	domestic pig				Austria		feces	omnivore	omnivore		
Prunella-modularis_SAMEA6809627.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Passeridae	Prunella	Metazoa	Passeriformes	Prunella modularis	dunnock.1	Prunella fulvescens	Prunella_modularis	Dunnock				Austria		feces	omnivore	omnivore		
Melanomys-caliginosus_SAMEA6809539.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cricetidae	Melanomys	Metazoa	Rodentia	Melanomys caliginosus	dusky_rice_rat.1	Sigmodon hispidus	Melanomys_caliginosus	dusky rice rat				Costa Rica		gut	omnivore	omnivore		
Macropus-giganteus_SAMEA6809485.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Macropodidae	Macropus	Metazoa	Diprotodontia	Macropus giganteus	eastern_gray_kangaroo.1	Notamacropus eugenii	Macropus_giganteus	eastern gray kangaroo				Australia		feces	herbivore	herbivore		
Cervus-canadensis_SAMEA6809495.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cervidae	Cervus	Metazoa	Artiodactyla	Cervus canadensis canadensis	eastern_wapiti.1	Cervus elaphus hippelaphus		Eastern wapiti				Austria		feces	herbivore	herbivore		
Dromaius-novaehollandiae_SAMEA6809545.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Dromaiidae	Dromaius	Metazoa	Casuariiformes	Dromaius novaehollandiae	emu.3	Dromaius novaehollandiae	Dromaius_novaehollandiae	emu				Austria		feces	carnivore	carnivore		
Dromaius-novaehollandiae_SAMEA6809587.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Dromaiidae	Dromaius	Metazoa	Casuariiformes	Dromaius novaehollandiae	emu.4	Dromaius novaehollandiae	Dromaius_novaehollandiae	emu				Austria		feces	carnivore	carnivore		
Meles-meles_SAMEA6809596.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Meles	Metazoa	Carnivora	Meles meles	eurasian_badger.1	Lutra lutra	Meles_meles	Eurasian badger				Austria		feces	"carnivore, omnivore"	omnivore		
Castor-fiber_SAMEA6809427.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Castoridae	Castor	Metazoa	Rodentia	Castor fiber	eurasian_beaver.1	Castor canadensis	Castor_fiber	Eurasian beaver				Austria		feces	herbivore	herbivore		
Castor-fiber_SAMEA6809615.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Castoridae	Castor	Metazoa	Rodentia	Castor fiber	eurasian_beaver.2	Castor canadensis	Castor_fiber	Eurasian beaver				Austria		feces	herbivore	herbivore		
Phylloscopus-collybita_SAMEA6809621.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Phylloscopidae	Phylloscopus	Metazoa	Passeriformes	Phylloscopus collybita	eurasian_chiffchaff.1	Phylloscopus trochilus	Phylloscopus_collybita	eurasian chiffchaff				Austria		feces	insectivore	carnivore		
Lynx-lynx_SAMEA6809459.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Felidae	Lynx	Metazoa	Carnivora	Lynx lynx	eurasian_lynx.1	Lynx canadensis	Lynx_lynx	Eurasian lynx				Austria		feces	carnivore	carnivore		
Lynx-lynx_SAMEA6809555.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Felidae	Lynx	Metazoa	Carnivora	Lynx lynx	eurasian_lynx.2	Lynx canadensis	Lynx_lynx	Eurasian lynx				Austria		feces	carnivore	carnivore		
Caprimulgus-europaeus_SAMEA6809598.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Caprimulgidae	Caprimulgus	Metazoa	Caprimulgiformes	Caprimulgus europaeus	eurasian_nightjar.1	Caprimulgus europaeus	Caprimulgus_europaeus	Eurasian nightjar				Austria		feces	insectivore	carnivore		
Sciurus-vulgaris_SAMEA6809632.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Sciuridae	Sciurus	Metazoa	Rodentia	Sciurus vulgaris	eurasian_red_squirrel.1	Sciurus vulgaris	Sciurus_vulgaris	Eurasian red squirrel				Austria		gut	herbivore	herbivore		
Lutra-lutra_SAMEA6809616.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Lutra	Metazoa	Carnivora	Lutra lutra	eurasian_reed_warbler.1	Lutra lutra	Lutra_lutra	Eurasian river otter				Austria		feces	carnivore	carnivore		
Lutra-lutra_SAMEA6809617.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Lutra	Metazoa	Carnivora	Lutra lutra	eurasian_river_otter.1	Lutra lutra	Lutra_lutra	Eurasian river otter				Austria		feces	carnivore	carnivore		
Accipiter-nisus_SAMEA6809366.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Accipitridae	Accipiter	Metazoa	Accipitriformes	Accipiter nisus	eurasian_river_otter.2	Accipiter nisus	Accipiter_nisus	Eurasian sparrowhawk				Hungary		gut	carnivore	carnivore		
Acrocephalus-scirpaceus_SAMEA6809563.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Sylviidae	Acrocephalus	Metazoa	Passeriformes	Acrocephalus scirpaceus	eurasian_sparrowhawk.1	Acrocephalus arundinaceus	Acrocephalus_scirpaceus	Eurasian_Reed_Warbler				Austria		feces	insectivore	carnivore		
Scolopax-rusticola_SAMEA6809461.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Scolopacidae	Scolopax	Metazoa	Charadriiformes	Scolopax rusticola	eurasian_woodcock.1	Scolopax mira 	Scolopax_rusticola	Eurasian_Woodcock				Hungary		feces	insectivore	carnivore		
Squalius-cephalus_SAMEA6809411.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Squalius	Metazoa	Cypriniformes	Squalius cephalus	european_chub.1	Squalius pyrenaicus	Squalius_cephalus	European chub				Austria		gut	carnivore	carnivore		
