sample_name	studyID	SampleID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	
13881.SAMEA6809537	13881	Rheomys-raptor_SAMEA6809537.ebi_filtered_r1r2combined_sampleCombined	Rheomys-raptor_SAMEA6809537.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3793610	3775152	goldman's_water_mouse.1	Chordata	Mammalia	Cricetidae	Rheomys	Metazoa	Rodentia	Rheomys raptor	Sigmodon hispidus	Rheomys_raptor	Goldman's water mouse		Sigmodon hispidus		carnivore	Costa Rica		gut	carnivore	carnivore	wild	
13881.SAMEA6809534	13881	Philander-opossum_SAMEA6809534.ebi_filtered_r1r2combined_sampleCombined	Philander-opossum_SAMEA6809534.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1414834	1414746	gray_four-eyed_opossum.1	Chordata	Mammalia	Didelphidae	Philander	Metazoa	Didelphimorphia	Philander opossum	Monodelphis domestica	Philander_opossum	gray four-eyed opossum		Monodelphis domestica		omnivore	Costa Rica		gut	omnivore	omnivore	wild	
13881.SAMEA6809506	13881	Halichoerus-grypus_SAMEA6809506.ebi_filtered_r1r2combined_sampleCombined	Halichoerus-grypus_SAMEA6809506.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1402782	1381872	gray_seal.1	Chordata	Mammalia	Phocidae	Halichoerus	Metazoa	Carnivora	Halichoerus grypus	Halichoerus grypus	Halichoerus_grypus	gray seal		Halichoerus grypus		carnivore	United Kingdom		feces	carnivore	carnivore	wild	
13881.SAMEA6809507	13881	Halichoerus-grypus_SAMEA6809507.ebi_filtered_r1r2combined_sampleCombined	Halichoerus-grypus_SAMEA6809507.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10139898	1496634	gray_seal.2	Chordata	Mammalia	Phocidae	Halichoerus	Metazoa	Carnivora	Halichoerus grypus	Halichoerus grypus	Halichoerus_grypus	gray seal		Halichoerus grypus		carnivore	United Kingdom		feces	carnivore	carnivore	wild	
13881.SAMEA6809390	13881	Canis-lupus_SAMEA6809390.ebi_filtered_r1r2combined_sampleCombined	Canis-lupus_SAMEA6809390.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1754178	1753520	gray_wolf.1	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus	Canis lupus	Canis_lupus	gray wolf		Canis lupus		carnivore	Mongolia		feces	carnivore	carnivore	wild	
13881.SAMEA6809553	13881	Canis-lupus_SAMEA6809553.ebi_filtered_r1r2combined_sampleCombined	Canis-lupus_SAMEA6809553.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1158756	1157452	gray_wolf.2	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus	Canis lupus	Canis_lupus	gray wolf		Canis lupus		carnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809402	13881	Phalacrocorax-carbo_SAMEA6809402.ebi_filtered_r1r2combined_sampleCombined	Phalacrocorax-carbo_SAMEA6809402.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10868110	1693872	great_cormorant.1	Chordata	Aves	Phalacrocoracidae	Phalacrocorax	Metazoa	Pelecaniformes	Phalacrocorax carbo	Phalacrocorax carbo	Phalacrocorax_carbo	great cormorant		Phalacrocorax carbo		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809638	13881	Phalacrocorax-carbo_SAMEA6809638.ebi_filtered_r1r2combined_sampleCombined	Phalacrocorax-carbo_SAMEA6809638.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	12767732	12730146	great_cormorant.2	Chordata	Aves	Phalacrocoracidae	Phalacrocorax	Metazoa	Pelecaniformes	Phalacrocorax carbo	Phalacrocorax carbo	Phalacrocorax_carbo	great cormorant		Phalacrocorax carbo		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809407	13881	Parus-major_SAMEA6809407.ebi_filtered_r1r2combined_sampleCombined	Parus-major_SAMEA6809407.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3860290	3814030	great_spotted_woodpecker.1	Chordata	Aves	Paridae	Parus	Metazoa	Passeriformes	Parus major	Parus major	Parus_major	Great Tit		Parus major		omnivore	Hungary		feces	insectivore	carnivore	wild	
13881.SAMEA6809454	13881	Dendrocopos-major_SAMEA6809454.ebi_filtered_r1r2combined_sampleCombined	Dendrocopos-major_SAMEA6809454.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1253998	1232274	great_spotted_woodpecker.2	Chordata	Aves	Picidae	Dendrocopos	Metazoa	Piciformes	Dendrocopos major	Dendrocopos noguchii	Dendrocopos_major	Great_Spotted_Woodpecker		Dendrocopos noguchii		omnivore	Austria		feces	omnivore	omnivore	wild	
13881.SAMEA6809589	13881	Dendrocopos-major_SAMEA6809589.ebi_filtered_r1r2combined_sampleCombined	Dendrocopos-major_SAMEA6809589.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	854406	836534	great_tit.1	Chordata	Aves	Picidae	Dendrocopos	Metazoa	Piciformes	Dendrocopos major	Dendrocopos noguchii	Dendrocopos_major	Great_Spotted_Woodpecker		Dendrocopos noguchii		omnivore	Austria		feces	omnivore	omnivore	captive	
13881.SAMEA6809518	13881	Rhinoceros-unicornis_SAMEA6809518.ebi_filtered_r1r2combined_sampleCombined	Rhinoceros-unicornis_SAMEA6809518.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	18814750	18808154	greater_indian_rhinoceros.1	Chordata	Mammalia	Rhinocerotidae	Rhinoceros	Metazoa	Perissodactyla	Rhinoceros unicornis	Rhinoceros unicornis	Rhinoceros_unicornis	greater Indian rhinoceros		Rhinoceros unicornis		herbivore	Nepal		feces	herbivore	herbivore	wild	
13881.SAMEA6809556	13881	Rhinoceros-unicornis_SAMEA6809556.ebi_filtered_r1r2combined_sampleCombined	Rhinoceros-unicornis_SAMEA6809556.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3825220	3824500	greater_indian_rhinoceros.2	Chordata	Mammalia	Rhinocerotidae	Rhinoceros	Metazoa	Perissodactyla	Rhinoceros unicornis	Rhinoceros unicornis	Rhinoceros_unicornis	greater Indian rhinoceros		Rhinoceros unicornis		herbivore	Austria		feces	herbivore	herbivore	captive	
13881.SAMEA6809397	13881	Ardea-cinerea_SAMEA6809397.ebi_filtered_r1r2combined_sampleCombined	Ardea-cinerea_SAMEA6809397.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	26078610	26032354	grey_heron.1	Chordata	Aves	Ardeidae	Ardea	Metazoa	Pelecaniformes	Ardea cinerea	Butorides virescens	Ardea_cinerea	grey heron		Butorides virescens		carnivore	Austria		gut	carnivore	carnivore	wild	
13881.SAMEA6809520	13881	Manis-temminckii_SAMEA6809520.ebi_filtered_r1r2combined_sampleCombined	Manis-temminckii_SAMEA6809520.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1676392	1676284	ground_pangolin.1	Chordata	Mammalia	Manidae	Smutsia	Metazoa	Pholidota	Manis temminckii	Phataginus tricuspis	Manis_temminckii	ground pangolin		Phataginus tricuspis		carnivore	South Africa		feces	herbivore	herbivore	wild	
13881.SAMEA6809504	13881	Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2combined_sampleCombined	Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	38776874	1407632	harbor_porpoise.1	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena phocoena	Phocoena phocoena	Phocoena_phocoena	harbor porpoise		Phocoena phocoena		carnivore	United Kingdom		feces	carnivore	carnivore	wild	
13881.SAMEA6809505	13881	Phocoena-phocoena_SAMEA6809505.ebi_filtered_r1r2combined_sampleCombined	Phocoena-phocoena_SAMEA6809505.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4633574	1205332	harbor_porpoise.2	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena phocoena	Phocoena phocoena	Phocoena_phocoena	harbor porpoise		Phocoena phocoena		carnivore	United Kingdom		feces	carnivore	carnivore	wild	
13881.SAMEA6809508	13881	Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2combined_sampleCombined	Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1139482	979814	harbor_seal.1	Chordata	Mammalia	Phocidae	Phoca	Metazoa	Carnivora	Phoca vitulina	Phoca vitulina	Phoca_vitulina	harbor seal		Phoca vitulina		carnivore	United Kingdom		feces	carnivore	carnivore	wild	
13881.SAMEA6809446	13881	Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2combined_sampleCombined	Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3679232	3678936	hatinh_langur.1	Chordata	Mammalia	Cercopithecidae	Trachypithecus	Metazoa	Primates	Trachypithecus hatinhensis	Trachypithecus francoisi	Trachypithecus_hatinhensis	Hatinh langur		Trachypithecus francoisi		herbivore	Viet Nam		feces	"frugivore, folivore"	herbivore	wild	
13881.SAMEA6809584	13881	Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2combined_sampleCombined	Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6939934	6937876	hippopotamus.1	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus amphibius	Hippopotamus amphibius	Hippopotamus_amphibius	hippopotamus		Hippopotamus amphibius		herbivore	Tanzania		feces	herbivore	herbivore	wild	
13881.SAMEA6809585	13881	Hippopotamus-amphibius_SAMEA6809585.ebi_filtered_r1r2combined_sampleCombined	Hippopotamus-amphibius_SAMEA6809585.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7173896	7173236	hippopotamus.2	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus amphibius	Hippopotamus amphibius	Hippopotamus_amphibius	hippopotamus		Hippopotamus amphibius		herbivore	Tanzania		feces	herbivore	herbivore	wild	
13881.SAMEA6809527	13881	Choloepus-hoffmanni_SAMEA6809527.ebi_filtered_r1r2combined_sampleCombined	Choloepus-hoffmanni_SAMEA6809527.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1983646	1983064	hoffmann's_two-fingered_sloth.1	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus hoffmanni	Choloepus hoffmanni	Choloepus_hoffmanni	Hoffmann's two-fingered sloth		Choloepus hoffmanni		herbivore	Nicaragua		feces	herbivore	herbivore	wild	
13881.SAMEA6809528	13881	Choloepus-hoffmanni_SAMEA6809528.ebi_filtered_r1r2combined_sampleCombined	Choloepus-hoffmanni_SAMEA6809528.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	20827064	20821418	hoffmann's_two-fingered_sloth.2	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus hoffmanni	Choloepus hoffmanni	Choloepus_hoffmanni	Hoffmann's two-fingered sloth		Choloepus hoffmanni		herbivore	Nicaragua		feces	herbivore	herbivore	wild	
13881.SAMEA6809356	13881	Equus-caballus_SAMEA6809356.ebi_filtered_r1r2combined_sampleCombined	Equus-caballus_SAMEA6809356.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16273264	16272944	horse.1	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus caballus	Equus caballus	Equus_caballus	horse		Equus caballus		herbivore	Austria		feces	herbivore	omnivore	captive	
13881.SAMEA6809385	13881	Equus-caballus_SAMEA6809385.ebi_filtered_r1r2combined_sampleCombined	Equus-caballus_SAMEA6809385.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4781812	4781594	horse.2	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus caballus	Equus caballus	Equus_caballus	horse		Equus caballus		herbivore	Austria		feces	herbivore	omnivore	captive	
13881.SAMEA6809488	13881	Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2combined_sampleCombined	Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2010544	2010106	horsfields_bronze_cuckoo.1	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites basalis	Cuculus canorus	Chalcites_basalis	Horsfields_Bronze_Cuckoo		Cuculus canorus		carnivore	Australia		feces	insectivore	carnivore	wild	
13881.SAMEA6809489	13881	Chalcites-basalis_SAMEA6809489.ebi_filtered_r1r2combined_sampleCombined	Chalcites-basalis_SAMEA6809489.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1867410	1866936	horsfields_bronze_cuckoo.2	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites basalis	Cuculus canorus	Chalcites_basalis	Horsfields_Bronze_Cuckoo		Cuculus canorus		carnivore	Australia		feces	insectivore	carnivore	wild	
13881.SAMEA6809360	13881	Mus-musculus_SAMEA6809360.ebi_filtered_r1r2combined_sampleCombined	Mus-musculus_SAMEA6809360.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11852598	997896	house_mouse.1	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus musculus	Mus musculus	Mus_musculus	house mouse		Mus musculus		omnivore	Austria		gut	omnivore	omnivore	captive	
13881.SAMEA6809363	13881	Mus-musculus_SAMEA6809363.ebi_filtered_r1r2combined_sampleCombined	Mus-musculus_SAMEA6809363.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19893876	1445696	house_mouse.2	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus musculus	Mus musculus	Mus_musculus	house mouse		Mus musculus		omnivore	Austria		gut	omnivore	omnivore	captive	
13881.SAMEA6809558	13881	Mus-musculus_SAMEA6809558.ebi_filtered_r1r2combined_sampleCombined	Mus-musculus_SAMEA6809558.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	57721808	3677684	house_mouse.3	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus musculus	Mus musculus	Mus_musculus	house mouse		Mus musculus		omnivore	Austria		gut	omnivore	omnivore	wild	
13881.SAMEA6809423	13881	Homo-sapiens_SAMEA6809423.ebi_filtered_r1r2combined_sampleCombined	Homo-sapiens_SAMEA6809423.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3921876	3921616	human.1	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	Homo sapiens	Homo_sapiens	human		Homo sapiens		omnivore	Austria		feces	omnivore	omnivore	human	
13881.SAMEA6809424	13881	Homo-sapiens_SAMEA6809424.ebi_filtered_r1r2combined_sampleCombined	Homo-sapiens_SAMEA6809424.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6132720	6132530	human.2	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	Homo sapiens	Homo_sapiens	human		Homo sapiens		omnivore	Austria		feces	omnivore	omnivore	human	
13881.SAMEA6809425	13881	Homo-sapiens_SAMEA6809425.ebi_filtered_r1r2combined_sampleCombined	Homo-sapiens_SAMEA6809425.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	55200616	55172154	human.3	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	Homo sapiens	Homo_sapiens	human		Homo sapiens		omnivore	Austria		feces	omnivore	omnivore	human	
13881.SAMEA6809428	13881	Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2combined_sampleCombined	Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2601868	2601668	human.4	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	Homo sapiens	Homo_sapiens	human		Homo sapiens		omnivore	Austria		feces	omnivore	omnivore	human	
13881.SAMEA6809503	13881	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2combined_sampleCombined	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	739558	738510	ide.1	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Leuciscus idus	Leuciscus waleckii	Leuciscus_idus	Ide		Leuciscus waleckii		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809571	13881	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2combined_sampleCombined	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16990650	16987602	impala.1	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros melampus	Aepyceros melampus	Aepyceros_melampus	impala		Aepyceros melampus		herbivore	South Africa		feces	carnivore	carnivore	wild	
13881.SAMEA6809573	13881	Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2combined_sampleCombined	Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16545912	16510978	impala.2	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros melampus	Aepyceros melampus	Aepyceros_melampus	impala		Aepyceros melampus		herbivore	South Africa		feces	carnivore	carnivore	wild	
13881.SAMEA6809450	13881	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2combined_sampleCombined	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1409398	1409298	italian_wall_lizard.1	Chordata	Reptilia	Lacertidae	Podarcis	Metazoa	Squamata	Podarcis siculus	Podarcis muralis	Podarcis_siculus	Italian wall lizard		Podarcis muralis		carnivore	Croatia		feces	insectivore	carnivore	wild	
13881.SAMEA6809525	13881	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2combined_sampleCombined	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4472346	3539538	kinkajou.1	Chordata	Mammalia	Procyonidae	Potos	Metazoa	Carnivora	Potos flavus	Potos flavus	Potos_flavus	kinkajou		Potos flavus		omnivore	Costa Rica		feces	"omnivore, frugivore"	omnivore	wild	
13881.SAMEA6809480	13881	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2combined_sampleCombined	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6458236	6457290	koala.1	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos cinereus	Phascolarctos cinereus	Phascolarctos_cinereus	koala		Phascolarctos cinereus		herbivore	Australia		feces	herbivore	herbivore	wild	
13881.SAMEA6809541	13881	Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2combined_sampleCombined	Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4640120	4640048	koala.2	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos cinereus	Phascolarctos cinereus	Phascolarctos_cinereus	koala		Phascolarctos cinereus		herbivore	Austria		feces	herbivore	herbivore	captive	
13881.SAMEA6809549	13881	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2combined_sampleCombined	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3481446	3480138	kulan.1	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus hemionus kulan	Equus asinus	Equus_hemionus	kulan		Equus asinus		herbivore	Mongolia		feces	herbivore	herbivore	wild	
13881.SAMEA6809613	13881	Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2combined_sampleCombined	Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	12199318	12198888	kulan.2	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus hemionus kulan	Equus asinus	Equus_hemionus	kulan		Equus asinus		herbivore	Mongolia		feces	herbivore	herbivore	wild	
13881.SAMEA6809479	13881	Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2combined_sampleCombined	Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2064694	2064454	large_forest_bat.1	Chordata	Mammalia	Vespertilionidae	Eptesicus	Metazoa	Chiroptera	Eptesicus sagittula	Eptesicus fuscus	Eptesicus_sagittula	large forest bat		Eptesicus fuscus		carnivore	Australia		feces	insectivore	carnivore	wild	
13881.SAMEA6809546	13881	Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2combined_sampleCombined	Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3799104	380920	least_weasel.1	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela nivalis	Mustela putorius	Mustela_nivalis	least weasel		Mustela putorius		carnivore	Austria		gut	carnivore	carnivore	wild	
13881.SAMEA6809547	13881	Mustela-nivalis_SAMEA6809547.ebi_filtered_r1r2combined_sampleCombined	Mustela-nivalis_SAMEA6809547.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9294194	923614	least_weasel.2	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela nivalis	Mustela putorius	Mustela_nivalis	least weasel		Mustela putorius		carnivore	Austria		gut	carnivore	carnivore	wild	
13881.SAMEA6809574	13881	Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2combined_sampleCombined	Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9249596	5038598	leopard.1	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera pardus	Panthera pardus	Panthera_pardus	leopard		Panthera pardus		carnivore	South Africa		feces	carnivore	carnivore	wild	
13881.SAMEA6809628	13881	Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2combined_sampleCombined	Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2657886	2645224	lesser_white-toothed_shrew.1	Chordata	Mammalia	Soricidae	Crocidura	Metazoa	Eulipotyphla	Crocidura suaveolens	Crocidura indochinensis	Crocidura_suaveolens	Lesser white-toothed shrew		Crocidura indochinensis		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809575	13881	Panthera-leo_SAMEA6809575.ebi_filtered_r1r2combined_sampleCombined	Panthera-leo_SAMEA6809575.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8762536	1201442	lion.1	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera leo	Panthera leo	Panthera_leo	lion		Panthera leo		carnivore	South Africa		feces	carnivore	carnivore	wild	
13881.SAMEA6809576	13881	Panthera-leo_SAMEA6809576.ebi_filtered_r1r2combined_sampleCombined	Panthera-leo_SAMEA6809576.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2534876	2525402	lion.2	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera leo	Panthera leo	Panthera_leo	lion		Panthera leo		carnivore	South Africa		feces	carnivore	carnivore	wild	
13881.SAMEA6809369	13881	Asio-otus_SAMEA6809369.ebi_filtered_r1r2combined_sampleCombined	Asio-otus_SAMEA6809369.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7877126	2169026	long-eared_owl.1	Chordata	Aves	Strigidae	Asio	Metazoa	Strigiformes	Asio otus	Bubo bubo	Asio_otus	long-eared owl		Bubo bubo		carnivore	Hungary		feces	carnivore	carnivore	wild	
13881.SAMEA6809523	13881	Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2combined_sampleCombined	Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5198934	2500022	mallard.1	Chordata	Aves	Anatidae	Anas	Metazoa	Anseriformes	Anas platyrhynchos	Anas platyrhynchos	Anas_platyrhynchos	mallard		Anas platyrhynchos		omnivore	Austria		feces	omnivore	omnivore	wild	
13881.SAMEA6809597	13881	Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2combined_sampleCombined	Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3875756	3875236	meadow_viper.1	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera ursinii	Vipera berus	Vipera_ursinii	Meadow_Viper		Vipera berus		carnivore	Hungary		feces	insectivore	carnivore	wild	
13881.SAMEA6809630	13881	Vipera-ursinii_SAMEA6809630.ebi_filtered_r1r2combined_sampleCombined	Vipera-ursinii_SAMEA6809630.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6878300	6876870	meadow_viper.2	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera ursinii	Vipera berus	Vipera_ursinii	Meadow_Viper		Vipera berus		carnivore	Hungary		feces	insectivore	carnivore	wild	
13881.SAMEA6809529	13881	Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2combined_sampleCombined	Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2662872	2646056	mexican_collared_anteater.1	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua mexicana	Tamandua tetradactyla	Tamandua_mexicana	Mexican collared anteater		Tamandua tetradactyla		carnivore	Colombia		feces	insectivore	carnivore	wild	
13881.SAMEA6809530	13881	Tamandua-mexicana_SAMEA6809530.ebi_filtered_r1r2combined_sampleCombined	Tamandua-mexicana_SAMEA6809530.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2503250	2503014	mexican_collared_anteater.2	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua mexicana	Tamandua tetradactyla	Tamandua_mexicana	Mexican collared anteater		Tamandua tetradactyla		carnivore	Colombia		feces	insectivore	carnivore	wild	
13881.SAMEA6809562	13881	Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2combined_sampleCombined	Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3420982	2052906	morelet's_crocodile.1	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus moreletii	Crocodylus porosus	Crocodylus_moreletii	Morelet's crocodile		Crocodylus porosus		carnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809605	13881	Ovis-aries_SAMEA6809605.ebi_filtered_r1r2combined_sampleCombined	Ovis-aries_SAMEA6809605.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14379084	4533908	mouflon.1	Chordata	Mammalia	Bovidae	Ovis	Metazoa	Artiodactyla	Ovis aries musimon	Ovis aries musimon	Ovis_aries	mouflon		Ovis aries musimon		herbivore	Austria		feces	herbivore	herbivore	captive	
13881.SAMEA6809462	13881	Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2combined_sampleCombined	Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	17074188	1549510	mute_swan.1	Chordata	Aves	Anatidae	Cygnus	Metazoa	Anseriformes	Cygnus olor	Cygnus olor	Cygnus_olor	mute swan		Cygnus olor		omnivore	Hungary		feces	herbivore	herbivore	wild	
13881.SAMEA6809569	13881	Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2combined_sampleCombined	Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6038748	2615290	nile_crocodile.1	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus niloticus	Crocodylus porosus	Crocodylus_niloticus	Nile crocodile		Crocodylus porosus		carnivore	South Africa		feces	carnivore	carnivore	wild	
